web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1708114866-135","https://www.expat-dakar.com/appartements-meubles?page=38","Appartement F4 luxueusement Meublé
3 chambre130 m²
Yoff,
Dakar

8. janv., 09:25

70 000 F Cfa

776350061","https://www.expat-dakar.com/annonce/appartement-f4-luxueusement-meuble-5973588","Appartement F4 luxueusement Meublé","3","3","130 m²","Yoff","Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a2745034b31e9563a3a97f0da0df6f8/-/horizon-files-prod/ed/picture/q6xkm76j/05deed6a32998f79a2d3eeaba32707cbf4a66006.jpg"
"1708114870-136","https://www.expat-dakar.com/appartements-meubles?page=38","Magnifique studio avec vue mer a Mermoz
1 chambre60 m²
Mermoz,
Dakar

8. janv., 15:55

1 200 000 F Cfa

779151684","https://www.expat-dakar.com/annonce/magnifique-studio-avec-vue-mer-a-mermoz-5590922","Magnifique studio avec vue mer a Mermoz","1","2","60 m²","Mermoz","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/30b54f372a6dd5b5681f90e1bc73fc38/-/horizon-files-prod/ed/picture/q6xxexzp/6f9d6b45f7a0241be3bfd7b65f1fef34487f5eae.jpg"
"1708114875-137","https://www.expat-dakar.com/appartements-meubles?page=37","Apartement meublé à louer aux Almadies
3 chambre200 m²
Almadies,
Dakar

dimanche, 19:20

1 300 000 F Cfa

773121354","https://www.expat-dakar.com/annonce/apartement-meuble-a-louer-aux-almadies-5975378","Apartement meublé à louer aux Almadies","3","3","200 m²","Almadies","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82b76e2789d6987cc5074455473ef554/-/horizon-files-prod/ed/picture/qm5p4p2r/5c992abf12e216112107e781ac60e73654f100f4.jpg"
"1708114878-138","https://www.expat-dakar.com/appartements-meubles?page=37","Appartement meublé à louer à Mixta

Cite Mixta,
Dakar

9. janv., 09:23

25 000 F Cfa

777675721

+33752107724

762806162","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-mixta-5975466","Appartement meublé à louer à Mixta","","","","Cite Mixta","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ca7d8ef370486521cb5847fe8ad24c91/-/horizon-files-prod/ed/picture/q6xkmd76/985c3a75c730da8c6806124f2231ed1df2c41f7d.jpg"
"1708114881-139","https://www.expat-dakar.com/appartements-meubles?page=37","Appartement Meublé duplex f3 à Mermoz
2 chambre120 m²
Mermoz,
Dakar

9. janv., 10:50

40 000 F Cfa

768115612

768115612","https://www.expat-dakar.com/annonce/appartement-meuble-duplex-f3-a-mermoz-5975564","Appartement Meublé duplex f3 à Mermoz","2","","120 m²","Mermoz","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1baed88182b1e352170c68ae2dc4dba/-/horizon-files-prod/ed/picture/qenq7vvj/ad94973521bff21aabde9aa76d77fcb5f1b091ed.jpg"
"1708114884-140","https://www.expat-dakar.com/appartements-meubles?page=37","Chambre meublée

Golf,
Dakar

Hier, 15:04

13 000 F Cfa

763247504","https://www.expat-dakar.com/annonce/chambre-meublee-5975547","Chambre meublée","","","","Golf","Dakar","13 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4a36767dfe795e82e00f3fc9f8dd6b2b/-/horizon-files-prod/ed/picture/q0gwz7wj/bfa097a4e55144950b1dcee5c59317efa5e0c23a.jpg"
"1708114887-141","https://www.expat-dakar.com/appartements-meubles?page=37","F2 meublé à louer sacré cœur 3
1 chambre70 m²
Sicap Sacré-cœur,
Dakar

9. janv., 08:54

35 000 F Cfa

784595858","https://www.expat-dakar.com/annonce/f2-meuble-a-louer-sacre-coeur-3-5973466","F2 meublé à louer sacré cœur 3","1","2","70 m²","Sicap Sacré-cœur","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/42f2e1d48c6b74e88973f0d1481a06e3/-/horizon-files-prod/ed/picture/q6xkz0ed/b748f83f5ac1c06d922600ae009a2ea43d6038b5.jpg"
"1708114890-142","https://www.expat-dakar.com/appartements-meubles?page=37","appartement meublé cite ataya vers stade amitie
3 chambre200 m²
Nord foire,
Dakar

9. janv., 12:27

45 000 F Cfa

774239410

772596043","https://www.expat-dakar.com/annonce/appartement-meuble-cite-ataya-vers-stade-amitie-4927076","appartement meublé cite ataya vers stade amitie","3","4","200 m²","Nord foire","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3b77842689797998263397a20ebf3db/-/horizon-files-prod/ed/picture/qrd2wg2/26e92db3d1ba31d227245065c2a1c86857f69624.jpg"
"1708114892-143","https://www.expat-dakar.com/appartements-meubles?page=37","Appartement meublé Almadie 2
3 chambre150 m²
Almadies 2,
Dakar

9. janv., 13:13

25 000 F Cfa

771808051","https://www.expat-dakar.com/annonce/appartement-meuble-almadie-2-5920860","Appartement meublé Almadie 2","3","","150 m²","Almadies 2","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/808888474f5cbb751113a8803231a704/-/horizon-files-prod/ed/picture/qpd60dmp/969eec1b1a17a1ad45d24b61ef6b21f4486da7e5.jpg"
"1708114895-144","https://www.expat-dakar.com/appartements-meubles?page=37","Appartement meublé à louer à la Foire

VDN,
Dakar

4. janv., 12:06

50 000 F Cfa

773599902","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-la-foire-5972170","Appartement meublé à louer à la Foire","","","","VDN","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0822b5ebe123ae4d7fb9a322fad8f7f3/-/horizon-files-prod/ed/picture/q9m9wej5/d612d434291d5d2d7a261538debd5fefe4101200.jpg"
"1708114899-145","https://www.expat-dakar.com/appartements-meubles?page=37","Appartement meublé 3 chambres salon vue sur mer
3 chambre125 m²
Ngor,
Dakar

9. janv., 16:11

Vendeur vérifié

35 000 F Cfa

779170639

778893535","https://www.expat-dakar.com/annonce/appartement-meuble-3-chambres-salon-vue-sur-mer-3591301","Appartement meublé 3 chambres salon vue sur mer","3","4","125 m²","Ngor","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae4353a3a96b9d521d4f187877bebb68/-/horizon-files-prod/ed/picture/q7qxpvn/32895cadbdd557e7d91ed5186587e2d716779ce6.jpg"
"1708114902-146","https://www.expat-dakar.com/appartements-meubles?page=37","STUDIO MEUBLE A LOUER SICAP FOIRE
1 chambre45 m²
Sicap foire,
Dakar

9. janv., 16:36

400 000 F Cfa

785393382

775452867","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-sicap-foire-5530940","STUDIO MEUBLE A LOUER SICAP FOIRE","1","1","45 m²","Sicap foire","Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6cf28141e892707953da20cf99532ca/-/horizon-files-prod/ed/picture/qdeeznj2/da7e1d35c149daf5658fab9f486bbc28122234da.jpg"
"1708114907-147","https://www.expat-dakar.com/appartements-meubles?page=36","Studio meublé prestige à Ngor Almadies
1 chambre90 m²
Ngor,
Dakar

9. janv., 18:46

25 000 F Cfa

773780262

761472486

761472486","https://www.expat-dakar.com/annonce/studio-meuble-prestige-a-ngor-almadies-3042304","Studio meublé prestige à Ngor Almadies","1","1","90 m²","Ngor","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0663545d1faa7c28a420f1ecea0a8093/-/horizon-files-prod/ed/picture/q964zv6/28543f8a9ceb96924f5146076c7b9b52fdfcf130.jpg"
"1708114910-148","https://www.expat-dakar.com/appartements-meubles?page=36","CHIC STUDIO AUX MAMELLES
1 chambre75 m²
Mamelles,
Dakar

10. janv., 09:51

25 000 F Cfa

784689081","https://www.expat-dakar.com/annonce/chic-studio-aux-mamelles-4770593","CHIC STUDIO AUX MAMELLES","1","2","75 m²","Mamelles","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6dd46f457271c2b90bab2396f344a479/-/horizon-files-prod/ed/picture/qn4j5kx/80003c57dce7755c3c932986016b4bf51e6f31b9.jpg"
"1708114913-149","https://www.expat-dakar.com/appartements-meubles?page=36","Bel Appartement très cosy meublé à Ngor
2 chambre
Ngor,
Dakar

10. janv., 10:04

1 000 000 F Cfa

781385959

776313024","https://www.expat-dakar.com/annonce/bel-appartement-tres-cosy-meuble-a-ngor-5976460","Bel Appartement très cosy meublé à Ngor","2","2","","Ngor","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/32e027e7cbda2edde4a9109b97673a40/-/horizon-files-prod/ed/picture/qpd670d0/20c10dceeebdd10554dcadb85c81d3a4a383e2e9.jpg"
"1708114915-150","https://www.expat-dakar.com/appartements-meubles?page=36","Studio meublé Fass

Gueule-Tapée,
Dakar

10. janv., 15:03

20 000 F Cfa

777207630

779275098","https://www.expat-dakar.com/annonce/studio-meuble-fass-2757094","Studio meublé Fass","","","","Gueule-Tapée","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/33bd33fa204eb3dea93623f7a7a88e2a/-/horizon-files-prod/ed/picture/qw86djj/fb1b7a5ab7d9fdd8e091cab35e3448ae8a8f59f1.jpg"
"1708114917-151","https://www.expat-dakar.com/appartements-meubles?page=36","Apparemment Meublé
2 chambre
Ouakam,
Dakar

10. janv., 15:13

30 000 F Cfa

781514216","https://www.expat-dakar.com/annonce/apparemment-meuble-5773116","Apparemment Meublé","2","3","","Ouakam","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f94953b2574dcb22b302ec769ddbbe8c/-/horizon-files-prod/ed/picture/qpdwr6xj/6aee1a3f19a45b3a661cd18aa5241205901e0cd1.jpg"
"1708114921-152","https://www.expat-dakar.com/appartements-meubles?page=36","Appartement 2chambres salon meublé à louer à Waterfront
2 chambre
Mermoz,
Dakar

15. janv., 10:48

3 000 000 F Cfa

778415633","https://www.expat-dakar.com/annonce/appartement-2chambres-salon-meuble-a-louer-a-waterfront-5968117","Appartement 2chambres salon meublé à louer à Waterfront","2","2","","Mermoz","Dakar","3 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c78cac17c9c9654d803f5f1224fe1c5/-/horizon-files-prod/ed/picture/q2jq55mj/7d59dded4a399cf05f96512c483018ed339cd956.jpg"
"1708114924-153","https://www.expat-dakar.com/appartements-meubles?page=36","studio meuble mammelles
1 chambre60 m²
Almadies,
Dakar

10. janv., 16:29

500 000 F Cfa

774239410

772596043","https://www.expat-dakar.com/annonce/studio-meuble-mammelles-5976889","studio meuble mammelles","1","1","60 m²","Almadies","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/17c4b5a86dcc481d163a6213c5e64e3c/-/horizon-files-prod/ed/picture/q785mpkz/4442145f490cb61df791bf062189d4c0f5a7dfee.jpg"
"1708114926-154","https://www.expat-dakar.com/appartements-meubles?page=36","Studio meuble mammelles pres de la pharmacie atlantic
1 chambre60 m²
Almadies,
Dakar

10. janv., 16:26

450 000 F Cfa

774239410

772596043","https://www.expat-dakar.com/annonce/studio-meuble-mammelles-pres-de-la-pharmacie-atlantic-5976945","Studio meuble mammelles pres de la pharmacie atlantic","1","1","60 m²","Almadies","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/72ecdac3aeab1d313d39b90b6fb8ac0c/-/horizon-files-prod/ed/picture/q785mx8x/7164bbf9dde528418e0da87b2cef07928cf5c00b.jpg"
"1708114929-155","https://www.expat-dakar.com/appartements-meubles?page=36","2 chambres salon mammelles
2 chambre
Almadies,
Dakar

10. janv., 16:45

500 000 F Cfa

774239410

772596043","https://www.expat-dakar.com/annonce/2-chambres-salon-mammelles-5976963","2 chambres salon mammelles","2","1","","Almadies","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/100da5155a2876f9fed1dc7bdb2b126c/-/horizon-files-prod/ed/picture/q56x5r4x/0c252d509953dca549937e133c126ffb44f790a1.jpg"
"1708114933-156","https://www.expat-dakar.com/appartements-meubles?page=36","Appartement meublé à louer au Plateau 10jours minimum
2 chambre125 m²
Plateau,
Dakar

10. janv., 20:45

40 000 F Cfa

777028308

+33651019638

777028308","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-au-plateau-10jours-minimum-2786021","Appartement meublé à louer au Plateau 10jours minimum","2","2","125 m²","Plateau","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f047afdc20e3123f85b7d173e70ee0b5/-/horizon-files-prod/ed/picture/qz6nw8r/bd3b39cfa4caacdf217d7b51aad11f4e059bc5bf.jpg"
"1708114938-157","https://www.expat-dakar.com/appartements-meubles?page=35","Appartement meublé à la cité keur gorgui
3 chambre90 m²
Mermoz,
Dakar

14. janv., 09:52

45 000 F Cfa

775635799","https://www.expat-dakar.com/annonce/appartement-meuble-a-la-cite-keur-gorgui-3278978","Appartement meublé à la cité keur gorgui","3","3","90 m²","Mermoz","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be7eb2dba25b8bb4e66755689a96a99b/-/horizon-files-prod/ed/picture/qmk8zwd/57d6cb1a7d1ea8d9e5252b6f76885e47ef4e26b5.jpg"
"1708114940-158","https://www.expat-dakar.com/appartements-meubles?page=35","Appartement meublé à Ngor Village

Ngor,
Dakar

12. janv., 11:44

15 000 F Cfa

774750597","https://www.expat-dakar.com/annonce/appartement-meuble-a-ngor-village-5977833","Appartement meublé à Ngor Village","","","","Ngor","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a479f0c995204231c46349f05a7360dc/-/horizon-files-prod/ed/picture/qxj2zk0m/57b6eaf48a8fcdd43e9c07ef5c75af5211c0ac3e.jpg"
"1708114943-159","https://www.expat-dakar.com/appartements-meubles?page=35","CHARMANT APPARTEMENT AVEC VUE SUR MER AU VIRAGE
1 chambre
Virage,
Dakar

11. janv., 15:12

55 000 F Cfa

771290206","https://www.expat-dakar.com/annonce/charmant-appartement-avec-vue-sur-mer-au-virage-5977890","CHARMANT APPARTEMENT AVEC VUE SUR MER AU VIRAGE","1","1","","Virage","Dakar","55 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a651f1d7049846969eaa0001041f7e32/-/horizon-files-prod/ed/picture/qv4eqzmg/6f34a86c56f1f44d2d3a3b2b9b5c45a2865e73de.jpg"
"1708114946-160","https://www.expat-dakar.com/appartements-meubles?page=35","Appartement meublé à Liberté 6
2 chambre
Liberte 6,
Dakar

11. janv., 17:23

30 000 F Cfa

778598503","https://www.expat-dakar.com/annonce/appartement-meuble-a-liberte-6-4486588","Appartement meublé à Liberté 6","2","2","","Liberte 6","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6116e581751f7265b8c2d7f4c5593570/-/horizon-files-prod/ed/picture/q6ekr9p/12bd1fae7244ff26789f74b0365f861a6edd4517.jpg"
"1708114950-161","https://www.expat-dakar.com/appartements-meubles?page=35","Bel appartement de deux chambres meublees
2 chambre130 m²
Virage,
Dakar

12. janv., 11:21

Vendeur vérifié

40 000 F Cfa

779170639

778893535","https://www.expat-dakar.com/annonce/bel-appartement-de-deux-chambres-meublees-3060480","Bel appartement de deux chambres meublees","2","3","130 m²","Virage","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2823c23cfcbaa92a24b0ce3dd9e56bcf/-/horizon-files-prod/ed/picture/qkdr0pz/f8ac8d45436a02099cc31bda95ad0f20c1a63aee.jpg"
"1708114952-162","https://www.expat-dakar.com/appartements-meubles?page=35","Apparemment meublé a louer au Point E
120 m²
Point-e,
Dakar

18. déc. '23, 12:09

1 200 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/apparemment-meuble-a-louer-au-point-e-5746809","Apparemment meublé a louer au Point E","","2","120 m²","Point-e","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/79ae9c2a8ceebbd2953b445ae8176de1/-/horizon-files-prod/ed/picture/q44dm9q2/72c6ebe1ac997a1c56f6e87612f7635fcc76b0ce.jpg"
"1708114955-163","https://www.expat-dakar.com/appartements-meubles?page=35","Joli studio meublé corniche Ouakam
1 chambre80 m²
Ouakam,
Dakar

12. janv., 21:22

500 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/joli-studio-meuble-corniche-ouakam-5965624","Joli studio meublé corniche Ouakam","1","","80 m²","Ouakam","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/abf4106e5eed81edbcb4fe6e31958cb0/-/horizon-files-prod/ed/picture/qv4exdvj/8c9b0fbff1c80cd74d2408a000dd3b4273ae1c77.jpg"
"1708114958-164","https://www.expat-dakar.com/appartements-meubles?page=35","Très joli appart F4 a libéré 6 Extension
3 chambre200 m²
Liberte 6 extension,
Dakar

12. janv., 21:25

80 000 F Cfa

772251409

760121325","https://www.expat-dakar.com/annonce/tres-joli-appart-f4-a-libere-6-extension-5935047","Très joli appart F4 a libéré 6 Extension","3","","200 m²","Liberte 6 extension","Dakar","80 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/869ed4c6ba36b9b8ed2daff0b395d5de/-/horizon-files-prod/ed/picture/q0gw895e/f3d5eeaebda2ebe9a9f033a6f58c3d1c16fde8d5.jpg"
"1708114961-165","https://www.expat-dakar.com/appartements-meubles?page=35","Appartement meublé de 3 chambres salon aux Almadies
3 chambre
Almadies,
Dakar

13. janv., 09:47

70 000 F Cfa

778752212

773919247

774692880","https://www.expat-dakar.com/annonce/appartement-meuble-de-3-chambres-salon-aux-almadies-5979122","Appartement meublé de 3 chambres salon aux Almadies","3","2","","Almadies","Dakar","70 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c6cdd7ffb42db104ce9a901c2c79de11/-/horizon-files-prod/ed/picture/q6xkmm4n/f666afd0e8c8f88f527cf4393ec4d58bfc50d522.jpg"
"1708114964-166","https://www.expat-dakar.com/appartements-meubles?page=35","Splendide Studio Meublé
1 chambre
Virage,
Dakar

13. janv., 09:57

Vendeur vérifié

1 000 000 F Cfa

772381402

774813344

777344223","https://www.expat-dakar.com/annonce/splendide-studio-meuble-5978768","Splendide Studio Meublé","1","2","","Virage","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2d248526634570d65a13168d1bdc0853/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qv4eqx8w/90d78f0117f1e2eaeaa983fdf693d63a5dcad172.png"
"1708114969-167","https://www.expat-dakar.com/appartements-meubles?page=34","Joli Appartement meublé
3 chambre107 m²
Ouakam,
Dakar

13. janv., 10:45

35 000 F Cfa

775426959","https://www.expat-dakar.com/annonce/joli-appartement-meuble-5978923","Joli Appartement meublé","3","2","107 m²","Ouakam","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/00734bf1e0910c432bc6ff38b7ef7b33/-/horizon-files-prod/ed/picture/q785mm5j/5a3248389312b05c163d0dbd75a50b1f2e2091d2.jpg"
"1708114971-168","https://www.expat-dakar.com/appartements-meubles?page=34","ouakam corniche -jolie vue
2 chambre
Ouakam,
Dakar

15. janv., 09:04

37 000 F Cfa

771184549","https://www.expat-dakar.com/annonce/ouakam-corniche-jolie-vue-2734683","ouakam corniche -jolie vue","2","","","Ouakam","Dakar","37 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7524ca404dd76b097cee58978e164ccc/-/horizon-files-prod/ed/picture/migrated/q0kepxx/7f385bbf9806982181ae7a643fa865486b72391c.JPG"
"1708114974-169","https://www.expat-dakar.com/appartements-meubles?page=34","Mini Studio COZY sur la VDN
1 chambre
VDN,
Dakar

15. janv., 09:57

30 000 F Cfa

781221579","https://www.expat-dakar.com/annonce/mini-studio-cozy-sur-la-vdn-2723428","Mini Studio COZY sur la VDN","1","1","","VDN","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d5495dd2fb448552ef7a139a6c5f5c56/-/horizon-files-prod/ed/picture/migrated/q8pp76n/11719fb949dff6db30aaa218eea63e703abb38f4.jpg"
"1708114977-170","https://www.expat-dakar.com/appartements-meubles?page=34","APPARTEMENT MEUBLÉ À LOUER
2 chambre100 m²
Sicap Liberté,
Dakar

15. janv., 13:50

30 000 F Cfa

777813153

768111211","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-3392181","APPARTEMENT MEUBLÉ À LOUER","2","2","100 m²","Sicap Liberté","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4d044aadae2149d6b0029564aa799f24/-/horizon-files-prod/ed/picture/qj92794/f82977b469edd3435485ccddcba5a83bfe4d939d.jpg"
"1708114979-171","https://www.expat-dakar.com/appartements-meubles?page=34","Des appartements meublés à louer au mariste
2 chambre200 m²
Hann maristes,
Dakar

16. janv., 01:38

40 000 F Cfa

784879963","https://www.expat-dakar.com/annonce/des-appartements-meubles-a-louer-au-mariste-5870710","Des appartements meublés à louer au mariste","2","2","200 m²","Hann maristes","Dakar","40 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e348c5ad3df4e64a45a74f5c6de7082/-/horizon-files-prod/ed/picture/qrzvz645/bf038daaa729a698796dc81db5e7a0a2e425573e.jpg"
"1708114983-172","https://www.expat-dakar.com/appartements-meubles?page=34","Bel appartement meublé
3 chambre
Virage,
Dakar

16. janv., 11:10

2 700 000 F Cfa

775605479

765503636

765503838","https://www.expat-dakar.com/annonce/bel-appartement-meuble-5964012","Bel appartement meublé","3","3","","Virage","Dakar","2 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc9f00f37040f2632a09dc98c4221b12/-/horizon-files-prod/ed/picture/qm5pdrvd/70066e9f5f16b403c6527e4d7c36fca3456c8bdf.jpg"
"1708114985-173","https://www.expat-dakar.com/appartements-meubles?page=34","Studio meublé à louer à Mermoz Pyrotechnie
1 chambre
Mermoz,
Dakar

16. janv., 16:26

600 000 F Cfa

776454715

776454715

778145360","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-a-mermoz-pyrotechnie-5982080","Studio meublé à louer à Mermoz Pyrotechnie","1","2","","Mermoz","Dakar","600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bb3cf755166500b3b970f70a48713f3/-/horizon-files-prod/ed/picture/qkrgqenz/26d89d8a695629d143de8db07b30acdd4ac041df.jpg"
"1708114988-174","https://www.expat-dakar.com/appartements-meubles?page=34","Appartement meublé de 02 chambres salon
2 chambre150 m²
Point-e,
Dakar

17. janv., 01:30

75 000 F Cfa

784879963","https://www.expat-dakar.com/annonce/appartement-meuble-de-02-chambres-salon-5982363","Appartement meublé de 02 chambres salon","2","3","150 m²","Point-e","Dakar","75 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/30a682b6675b08d4a5d122092e282925/-/horizon-files-prod/ed/picture/q56x5jp2/6e1bc33eecb5a2b53426d530287cefd7eea9f446.jpg"
"1708114993-175","https://www.expat-dakar.com/appartements-meubles?page=34","Bel Appartement Meublé à louer à Fenêtre Mermoz

Fenêtre mermoz,
Dakar

8. janv., 13:32

80 000 F Cfa

774363572

774363572","https://www.expat-dakar.com/annonce/bel-appartement-meuble-a-louer-a-fenetre-mermoz-5955317","Bel Appartement Meublé à louer à Fenêtre Mermoz","","","","Fenêtre mermoz","Dakar","80 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9bf73452b9ed6b06dced5db2c79c7f12/-/horizon-files-prod/ed/picture/q2jqg7wk/a88080e10e59137add885f454bea24496947aedb.jpg"
"1708114996-176","https://www.expat-dakar.com/appartements-meubles?page=34","STUDIO MEUBLE A SAINT LOUIS
20 chambre400 m²
Saint-Louis,
Saint-Louis

17. janv., 11:44

20 000 F Cfa

775343098","https://www.expat-dakar.com/annonce/studio-meuble-a-saint-louis-5888854","STUDIO MEUBLE A SAINT LOUIS","20","20","400 m²","Saint-Louis","Saint-Louis","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2806d7a89bae0b9524593829486049bd/-/horizon-files-prod/ed/picture/qrzvvzz8/28f830936912b71ea5be2fa1ad4ee4e8cf38656c.jpg"
"1708115002-177","https://www.expat-dakar.com/appartements-meubles?page=33","Villa haut standing à louer au virage

Virage,
Dakar

9. janv., 13:37

Vendeur vérifié

150 000 F Cfa

778057481

708832038","https://www.expat-dakar.com/annonce/villa-haut-standing-a-louer-au-virage-5961160","Villa haut standing à louer au virage","","","","Virage","Dakar","150 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ae5b6616a870db43065ef54f465b641a/-/horizon-files-prod/ed/picture/qpd68v8v/155d40366272f4ca08724dd355db7ee12e3e871a.jpg"
"1708115004-178","https://www.expat-dakar.com/appartements-meubles?page=33","Joli studio meublé à louer à castor

Castor,
Dakar

17. janv., 16:54

20 000 F Cfa

773187688","https://www.expat-dakar.com/annonce/joli-studio-meuble-a-louer-a-castor-5983274","Joli studio meublé à louer à castor","","","","Castor","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/924a65b431af3ff484f4e510bfffb24f/-/horizon-files-prod/ed/picture/q8v5dj50/d71c761b77895b8f55f1265e0827f6ce450292de.jpg"
"1708115007-179","https://www.expat-dakar.com/appartements-meubles?page=33","Meublé ouest foir

Médina,
Dakar

18. janv., 08:23

13 500 F Cfa

772335251

772684390

+393385845445","https://www.expat-dakar.com/annonce/meuble-ouest-foir-5982396","Meublé ouest foir","","","","Médina","Dakar","13 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2c4d066a1e2194ab347701acf1bf4cc7/-/horizon-files-prod/ed/picture/q8v5d6kz/600dc96101c9d90077769694c9ef400231d38e9e.jpg"
"1708115009-180","https://www.expat-dakar.com/appartements-meubles?page=33","Appartement meublé
2 chambre150 m²
Hann maristes,
Dakar

18. janv., 10:55

29 900 F Cfa

776447400

776342092

775342092","https://www.expat-dakar.com/annonce/appartement-meuble-2748646","Appartement meublé","2","2","150 m²","Hann maristes","Dakar","29 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/06d821da3de3cbd294038819bea17913/-/horizon-files-prod/ed/picture/migrated/qx8kq0v/8bb47437d07291e781600cc41c9d3c77520b1e97.jpg"
"1708115012-181","https://www.expat-dakar.com/appartements-meubles?page=33","F3 spacieux, tout équipé, confort pour long séjour
2 chambre120 m²
Ouest foire,
Dakar

24. oct. '23, 13:15

1 300 000 F Cfa

778760777

778500713","https://www.expat-dakar.com/annonce/f3-spacieux-tout-equipe-confort-pour-long-sejour-5623249","F3 spacieux, tout équipé, confort pour long séjour","2","2","120 m²","Ouest foire","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ddae6b2a0ab7bc045b590b9b8a6b7970/-/horizon-files-prod/ed/picture/qngd5d79/fa51eaddb5b10a8149e6e2456f1b3e324d703d59.jpg"
