web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1708115238-258","https://www.expat-dakar.com/appartements-meubles?page=25","appartement meublé avec vue sur mer à louer en centre ville
3 chambre
Plateau,
Dakar

30. janv., 15:46

3 000 000 F Cfa

775507333

338670169","https://www.expat-dakar.com/annonce/appartement-meuble-avec-vue-sur-mer-a-louer-en-centre-ville-5985213","appartement meublé avec vue sur mer à louer en centre ville","3","","","Plateau","Dakar","3 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2658978150e595c8d060959214d3eaca/-/horizon-files-prod/ed/picture/qgq9jg99/98a23b9b7f247bd7521440df2f8369ffc8257183.jpg"
"1708115240-259","https://www.expat-dakar.com/appartements-meubles?page=25","Appartement meublé mermoz à louer
2 chambre120 m²
Mermoz,
Dakar

30. janv., 16:14

850 000 F Cfa

775597743","https://www.expat-dakar.com/annonce/appartement-meuble-mermoz-a-louer-5906700","Appartement meublé mermoz à louer","2","4","120 m²","Mermoz","Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/354a32789b1b11c0fd1466f5a53de435/-/horizon-files-prod/ed/picture/q6xkdwgv/e924c401ad117c0e40f7b3cf79ebfb06525efa79.jpg"
"1708115243-260","https://www.expat-dakar.com/appartements-meubles?page=25","Appartement meublé à louer à la cité keur Gorgui
2 chambre
Cité keur gorgui,
Dakar

10. janv., 10:27

700 000 F Cfa

772847878","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-la-cite-keur-gorgui-5938127","Appartement meublé à louer à la cité keur Gorgui","2","2","","Cité keur gorgui","Dakar","700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/04871c0c885b1a6dd0fb6ef9a495ceb3/-/horizon-files-prod/ed/picture/qngx086m/9e9b82fdf09f1bc6ff571502e2608dbee12f5a0a.jpg"
"1708115245-261","https://www.expat-dakar.com/appartements-meubles?page=25","APPARTEMENTS MEUBLES

Amitié,
Dakar

30. janv., 19:58

Vendeur vérifié

25 000 F Cfa

781941375","https://www.expat-dakar.com/annonce/appartements-meubles-5802715","APPARTEMENTS MEUBLES","","","","Amitié","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8cfd8e68df3c4509f07314ca38d7ff4/-/horizon-files-prod/ed/picture/qj4j0v4e/4287c32584813bfc4fa1ecd95c2eff540a5586b7.jpg"
"1708115247-262","https://www.expat-dakar.com/appartements-meubles?page=25","Studio meublè comico Ouakam
80 m²
Ouakam,
Dakar

31. janv., 09:30

12 500 F Cfa

772335251

772684390

+393385845445","https://www.expat-dakar.com/annonce/studio-meuble-comico-ouakam-5264184","Studio meublè comico Ouakam","","","80 m²","Ouakam","Dakar","12 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/884bc72cf335c06b9fd5952afca3d23f/-/horizon-files-prod/ed/picture/qder42nw/4be23d7a163c3219e8676ae986579bffcfaf754f.jpg"
"1708115250-263","https://www.expat-dakar.com/appartements-meubles?page=25","F2 meublé à louer
1 chambre
Point-e,
Dakar

31. janv., 11:10

Vendeur vérifié

650 000 F Cfa

774063403","https://www.expat-dakar.com/annonce/f2-meuble-a-louer-5930285","F2 meublé à louer","1","","","Point-e","Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d36cc4a5b687881934e6345a1ba7f6c/-/horizon-files-prod/ed/picture/q56x9mqg/8ea8c4436e8adacaf3a6d49c3164ec36cdd0b361.jpg"
"1708115252-264","https://www.expat-dakar.com/appartements-meubles?page=25","Mini studio meublé à point E
1 chambre
Point-e,
Dakar

31. janv., 12:24

30 000 F Cfa

775048703","https://www.expat-dakar.com/annonce/mini-studio-meuble-a-point-e-5994102","Mini studio meublé à point E","1","1","","Point-e","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6b550f36614ffaa0927e2b3bfea9b7c1/-/horizon-files-prod/ed/picture/qv4e52qw/dcf8c3b4b1cff97987f26ce510bc9ed673028282.jpg"
"1708115255-265","https://www.expat-dakar.com/appartements-meubles?page=25","APPARTEMENT MEUBLÉ MAMELLES DAKAR
2 chambre110 m²
Mamelles,
Dakar

31. janv., 15:50

35 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/appartement-meuble-mamelles-dakar-5848237","APPARTEMENT MEUBLÉ MAMELLES DAKAR","2","2","110 m²","Mamelles","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/61025d466c7e00c2ee5bfd35efda8dc4/-/horizon-files-prod/ed/picture/qj4jv6jv/177935a26a17cd68ef1aa8f130f73587587d0db6.jpg"
"1708115258-266","https://www.expat-dakar.com/appartements-meubles?page=25","Studio meublé
1 chambre80 m²
Liberte 6 extension,
Dakar

31. janv., 19:11

25 000 F Cfa

775158519

775158519","https://www.expat-dakar.com/annonce/studio-meuble-5769374","Studio meublé","1","2","80 m²","Liberte 6 extension","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/556adb303667002e8c4eda39de17797c/-/horizon-files-prod/ed/picture/q8vz264p/da565ee597f3185138dba280daee3abcce700503.jpg"
"1708115264-267","https://www.expat-dakar.com/appartements-meubles?page=24","Appartement meublé au point E
3 chambre
Point-e,
Dakar

31. janv., 20:32

90 000 F Cfa

777838770","https://www.expat-dakar.com/annonce/appartement-meuble-au-point-e-5962734","Appartement meublé au point E","3","3","","Point-e","Dakar","90 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7ac9e6b7352311dca7b9f9e345157b1/-/horizon-files-prod/ed/picture/qm5pn87j/65af00c753d1c7b1e474a0ebdb13c49754b25cad.jpg"
"1708115266-268","https://www.expat-dakar.com/appartements-meubles?page=24","studio meublé
1 chambre
Almadies,
Dakar

1. févr., 07:22

35 000 F Cfa

784849541

784849541","https://www.expat-dakar.com/annonce/studio-meuble-5971034","studio meublé","1","2","","Almadies","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/66c838736335208ccddeaaa29191251d/-/horizon-files-prod/ed/picture/qm5pdw2q/701c730b482d9301f76007f591437f67331685cf.jpg"
"1708115269-269","https://www.expat-dakar.com/appartements-meubles?page=24","Magnifique duplex meublé ouakam près monument
3 chambre250 m²
Ouakam,
Dakar

1. févr., 08:14

45 000 F Cfa

775907929","https://www.expat-dakar.com/annonce/magnifique-duplex-meuble-ouakam-pres-monument-5994276","Magnifique duplex meublé ouakam près monument","3","2","250 m²","Ouakam","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5bbd2726ffc5149f6c9cc7f856908dab/-/horizon-files-prod/ed/picture/qrzv4gpq/e725dfd8a3e51c38ab04705c0be37d586fe6b279.jpg"
"1708115272-270","https://www.expat-dakar.com/appartements-meubles?page=24","Joli studio meublé Maristes 2

Hann maristes,
Dakar

1. févr., 12:18

22 000 F Cfa

764534992

772346054","https://www.expat-dakar.com/annonce/joli-studio-meuble-maristes-2-5070125","Joli studio meublé Maristes 2","","","","Hann maristes","Dakar","22 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d07fa6dff9fe0fab84d6d17bb5def2a2/-/horizon-files-prod/ed/picture/q0mvw5k/1fa3948fc73b8b8bcae01d09694edcedf0bf3336.jpg"
"1708115274-271","https://www.expat-dakar.com/appartements-meubles?page=24","Chambres meublées à la Sicap Foire
10 chambre
Yoff,
Dakar

1. févr., 12:29

15 000 F Cfa

781499607

773960784","https://www.expat-dakar.com/annonce/chambres-meublees-a-la-sicap-foire-2752526","Chambres meublées à la Sicap Foire","10","","","Yoff","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab268cc267c1842804c39b3259da1daa/-/horizon-files-prod/ed/picture/migrated/qvdrn4w/e14360479f4f98f20e90a70da11e10d44a5db5e0.jpg"
"1708115276-272","https://www.expat-dakar.com/appartements-meubles?page=24","Studios meublés à louer VDN

Liberte 6,
Dakar

1. févr., 13:07

Vendeur vérifié

25 000 F Cfa

785254677

338674996

785254677","https://www.expat-dakar.com/annonce/studios-meubles-a-louer-vdn-5800721","Studios meublés à louer VDN","","","","Liberte 6","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/55301bf10ac118d983016d503727d79e/-/horizon-files-prod/ed/picture/qzv400gd/3cb6f87661c7bae7b5890c1cfe965c69b0e4a8b3.jpg"
"1708115279-273","https://www.expat-dakar.com/appartements-meubles?page=24","Appt 2chambres près de la plage de ngor
2 chambre130 m²
Ngor,
Dakar

1. févr., 13:28

50 000 F Cfa

777607801

767248135","https://www.expat-dakar.com/annonce/appt-2chambres-pres-de-la-plage-de-ngor-3309022","Appt 2chambres près de la plage de ngor","2","2","130 m²","Ngor","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fb64f50c612adf7e7a433a0961e42507/-/horizon-files-prod/ed/picture/q686jp6/d4cd00dd98d283d8e439a96c90ad8777a851236f.jpg"
"1708115282-274","https://www.expat-dakar.com/appartements-meubles?page=24","Appartement meuble a louer a Ngor

Ngor,
Dakar

31. janv., 23:30

67 000 F Cfa

771902449","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-ngor-5980118","Appartement meuble a louer a Ngor","","","","Ngor","Dakar","67 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ebc947fd31d415584368b344909214ca/-/horizon-files-prod/ed/picture/qdek6zzj/e69a8e48d5689808863c2a7fe0eb34acdb7f4153.jpg"
"1708115285-275","https://www.expat-dakar.com/appartements-meubles?page=24","STUDIO F1 BOUYGUES MEUBLE A SACRE COEUR 3 VDN
1 chambre39 m²
Mermoz,
Dakar

1. févr., 14:18

25 000 F Cfa

779005499","https://www.expat-dakar.com/annonce/studio-f1-bouygues-meuble-a-sacre-coeur-3-vdn-3137518","STUDIO F1 BOUYGUES MEUBLE A SACRE COEUR 3 VDN","1","1","39 m²","Mermoz","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c581a64bcf0d57340a9a9f8ec1b3fd1b/-/horizon-files-prod/ed/picture/qdz2m44/1b9b8990e1c2e439d4387e002899868aadcdbb40.jpg"
"1708115289-276","https://www.expat-dakar.com/appartements-meubles?page=24","APPARTEMENT MEUBLÉ OUEST FOIRE
3 chambre
Ouest foire,
Dakar

1. févr., 23:17

45 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-meuble-ouest-foire-5995448","APPARTEMENT MEUBLÉ OUEST FOIRE","3","3","","Ouest foire","Dakar","45 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1bc4ccab33273cdf2d90927177c8bdb3/-/horizon-files-prod/ed/picture/q9m92m5n/ae2e7a6f149f426db2fa9290a684f60ffabd2067.jpg"
"1708115295-277","https://www.expat-dakar.com/appartements-meubles?page=23","Appartement 2 pièces meublé sur la corniche des mamelles
1 chambre37 m²
Mamelles,
Dakar

2. févr., 08:16

550 000 F Cfa

774633788

776686666","https://www.expat-dakar.com/annonce/appartement-2-pieces-meuble-sur-la-corniche-des-mamelles-5995616","Appartement 2 pièces meublé sur la corniche des mamelles","1","2","37 m²","Mamelles","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/da8c2ea0132361b446b238b96e84561c/-/horizon-files-prod/ed/picture/qpd65drp/5fc141c477e59cd68a292d89747d05d34c42e72b.jpg"
"1708115297-278","https://www.expat-dakar.com/appartements-meubles?page=23","APPARTEMENT MEUBLÉ SACRÉ CŒUR
3 chambre
Sacré-cœur,
Dakar

2. févr., 09:18

50 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-meuble-sacre-coeur-5995672","APPARTEMENT MEUBLÉ SACRÉ CŒUR","3","3","","Sacré-cœur","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0a011621ee143ed4834205f86dda7fac/-/horizon-files-prod/ed/picture/qwe29e65/a1598dc9b692b1b589d6b4f667bebba0fcca8a7d.jpg"
"1708115300-279","https://www.expat-dakar.com/appartements-meubles?page=23","APPARTEMENT MEUBLÉ POINT E
2 chambre
Point-e,
Dakar

2. févr., 09:25

1 500 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-meuble-point-e-5995680","APPARTEMENT MEUBLÉ POINT E","2","3","","Point-e","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7833aa186096847f6d7a11630b4fa272/-/horizon-files-prod/ed/picture/qkrgdrzw/686f93e55bdb4af9c0cabd00b1e7e71ddcfc3303.jpg"
"1708115303-280","https://www.expat-dakar.com/appartements-meubles?page=23","Apartement meubler
3 chambre80 m²
Guediawaye,
Dakar

2. févr., 10:15

15 000 F Cfa

781084250

781084250","https://www.expat-dakar.com/annonce/apartement-meubler-5975594","Apartement meubler","3","2","80 m²","Guediawaye","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d18f08f35890b75727e46efd8ffd75d5/-/horizon-files-prod/ed/picture/qwe28prd/5de9e627c53cbcf754e00d14cc5f5b7fde544e0e.jpg"
"1708115305-281","https://www.expat-dakar.com/appartements-meubles?page=23","Appt F4 meublé Liberté 6
3 chambre120 m²
Liberte 6 extension,
Dakar

2. févr., 10:29

Vendeur vérifié

35 000 F Cfa

707179327

775171724","https://www.expat-dakar.com/annonce/appt-f4-meuble-liberte-6-5940961","Appt F4 meublé Liberté 6","3","2","120 m²","Liberte 6 extension","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0afdb97191dd4e18e951012848cd71fc/-/horizon-files-prod/ed/picture/q2jq84vv/8b76e4c9b55dabb317ffdcfcce6c988b0cc47fda.jpg"
"1708115308-282","https://www.expat-dakar.com/appartements-meubles?page=23","Appartement F4 meublé haut standing au Virage
3 chambre200 m²
Virage,
Dakar

2. févr., 10:31

Vendeur vérifié

65 000 F Cfa

707179327

775171724","https://www.expat-dakar.com/annonce/appartement-f4-meuble-haut-standing-au-virage-5388799","Appartement F4 meublé haut standing au Virage","3","4","200 m²","Virage","Dakar","65 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e30755941aa48c4dd702631e0ad56db5/-/horizon-files-prod/ed/picture/qxjjdj0q/8f1a2ae67a8c923a1826df8991d93be10b49d847.jpg"
"1708115311-283","https://www.expat-dakar.com/appartements-meubles?page=23","Appartement F3 meublé sur la corniche des Mamelles
80 m²
Mamelles,
Dakar

2. févr., 10:57

650 000 F Cfa

774633788

776686666","https://www.expat-dakar.com/annonce/appartement-f3-meuble-sur-la-corniche-des-mamelles-5913142","Appartement F3 meublé sur la corniche des Mamelles","","3","80 m²","Mamelles","Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b737c66289070f2162bc3f642a369550/-/horizon-files-prod/ed/picture/qenqrprv/55c523d22129f452aeb8ee9626abca11f1130d8d.jpg"
"1708115314-284","https://www.expat-dakar.com/appartements-meubles?page=23","Appartement meublé f3 à louer à mermoz
2 chambre
Mermoz,
Dakar

2. févr., 11:17

1 000 000 F Cfa

770996006

776396633

776381774","https://www.expat-dakar.com/annonce/appartement-meuble-f3-a-louer-a-mermoz-5995754","Appartement meublé f3 à louer à mermoz","2","3","","Mermoz","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5056970d31cb8fea4165b8ec234d3076/-/horizon-files-prod/ed/picture/qrzvkzgn/a0a2cd6e560a037aac3680cd16701ed30c42b2c4.jpg"
"1708115316-285","https://www.expat-dakar.com/appartements-meubles?page=23","Chambres Meublées à liberté 6 extension
1 chambre48 m²
Liberte 6 extension,
Dakar

2. févr., 11:30

34 900 F Cfa

776990404","https://www.expat-dakar.com/annonce/chambres-meublees-a-liberte-6-extension-5896899","Chambres Meublées à liberté 6 extension","1","1","48 m²","Liberte 6 extension","Dakar","34 900 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f4f7a9e47af41022a94c6bfdbc369f61/-/horizon-files-prod/ed/picture/qxj22v90/e905479b9984fdf495c2f601cbab6a77ff9319db.jpg"
"1708115320-286","https://www.expat-dakar.com/appartements-meubles?page=23","Appartement meublé f2 à louer cité damel
1 chambre
Cité Damel,
Dakar

2. févr., 11:38

125 000 F Cfa

770996006

776396633

776381774","https://www.expat-dakar.com/annonce/appartement-meuble-f2-a-louer-cite-damel-5995763","Appartement meublé f2 à louer cité damel","1","1","","Cité Damel","Dakar","125 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c73bf8e5ebf5a8e470a019346dec327/-/horizon-files-prod/ed/picture/q56x26mn/4cfc6a68e8044dcb4f391cb13d920b71604395ce.jpg"
"1708115325-287","https://www.expat-dakar.com/appartements-meubles?page=22","Studio meublé
1 chambre140 m²
Sicap Liberté,
Dakar

2. févr., 12:01

20 000 F Cfa

781718282

781718282","https://www.expat-dakar.com/annonce/studio-meuble-4868767","Studio meublé","1","1","140 m²","Sicap Liberté","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/78ac2cf8cd43bc49d20ab5d97bd4a12c/-/horizon-files-prod/ed/picture/q7kzjgd/62f5ff81663974528fc7b67398767f5fdc17091f.jpg"
"1708115328-288","https://www.expat-dakar.com/appartements-meubles?page=22","STUDIO MEUBLÉ À LOUER
1 chambre25 m²
Sicap Liberté,
Dakar

2. févr., 12:39

17 500 F Cfa

777813153

768111211","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-3343918","STUDIO MEUBLÉ À LOUER","1","1","25 m²","Sicap Liberté","Dakar","17 500 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1736f44fc7b999dbb4f65f1515ded2bf/-/horizon-files-prod/ed/picture/qdm0r50/1d45f5c98348bd6605cd52d217f2c75f161ea4ad.jpg"
"1708115330-289","https://www.expat-dakar.com/appartements-meubles?page=22","STUDIO MEUBLÉ À LOUER LIBERTÉ 2
1 chambre45 m²
Liberte 2,
Dakar

2. févr., 13:02

30 000 F Cfa

779811919

338252230

704500101","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-liberte-2-5944624","STUDIO MEUBLÉ À LOUER LIBERTÉ 2","1","1","45 m²","Liberte 2","Dakar","30 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4ee27cc4eff9dad1db3576a1b0f330a4/-/horizon-files-prod/ed/picture/qv4ekggw/00238be7805251c3bf3f0f914fa7808f6a6b972c.jpg"
"1708115334-290","https://www.expat-dakar.com/appartements-meubles?page=22","Studio meublé Americain a louer A DIEUPEUL 3
1 chambre
Dieuppeul,
Dakar

2. févr., 13:13

35 000 F Cfa

777356363

773255670

779205202","https://www.expat-dakar.com/annonce/studio-meuble-americain-a-louer-a-dieupeul-3-5788576","Studio meublé Americain a louer A DIEUPEUL 3","1","2","","Dieuppeul","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/379ded57e7c3eb31e24fc723363ba19d/-/horizon-files-prod/ed/picture/qrzqwkpq/3551627550014ed53637bdfceb831b03e4e570f2.jpg"
"1708115337-291","https://www.expat-dakar.com/appartements-meubles?page=22","Appartement meublé F4 à Ngor almadies
3 chambre180 m²
Almadies,
Dakar

2. févr., 15:13

Vendeur vérifié

50 000 F Cfa

776789008","https://www.expat-dakar.com/annonce/appartement-meuble-f4-a-ngor-almadies-5714490","Appartement meublé F4 à Ngor almadies","3","4","180 m²","Almadies","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6dfdb8a96c26d60391b6be148f61a307/-/horizon-files-prod/ed/picture/qv4pkv65/2fd97de99c70dc28d81f4553224cd8c9e5dc77cc.jpg"
"1708115340-292","https://www.expat-dakar.com/appartements-meubles?page=22","Studio chic avec lit King size
1 chambre
Ouest foire,
Dakar

6. déc. '23, 14:33

25 000 F Cfa

778760777

778500713","https://www.expat-dakar.com/annonce/studio-chic-avec-lit-king-size-4424273","Studio chic avec lit King size","1","1","","Ouest foire","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2f99ddb9f0ad43c9a0eef3f9d59c9bde/-/horizon-files-prod/ed/picture/qq0jv4w/3ce045ce7cd52baa40164f6fc47572fb5b1c45e3.jpg"
"1708115342-293","https://www.expat-dakar.com/appartements-meubles?page=22","Appartement meublé
3 chambre
Ngor,
Dakar

samedi, 00:25

50 000 F Cfa

778760101","https://www.expat-dakar.com/annonce/appartement-meuble-5947475","Appartement meublé","3","2","","Ngor","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a24ac52a365923d4062a8de4d9f3616d/-/horizon-files-prod/ed/picture/q4486q8v/4f16fd9648f9a8750c91486e1d6cf0c7aacdd82a.jpg"
"1708115345-294","https://www.expat-dakar.com/appartements-meubles?page=22","Mini studio meublé aux mamelles
1 chambre40 m²
Mamelles,
Dakar

samedi, 12:27

16 000 F Cfa

766752135

774448839","https://www.expat-dakar.com/annonce/mini-studio-meuble-aux-mamelles-5215479","Mini studio meublé aux mamelles","1","1","40 m²","Mamelles","Dakar","16 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/85195228e86e903397ca9aec4f84f402/-/horizon-files-prod/ed/picture/qgq5meem/1080f6a0d10f1014a05bc04b7dcb86c5ddd0b7a8.jpg"
"1708115347-295","https://www.expat-dakar.com/appartements-meubles?page=22","Studio meublé à ouakam
1 chambre30 m²
Ouakam,
Dakar

samedi, 12:29

16 000 F Cfa

766752135

774448839","https://www.expat-dakar.com/annonce/studio-meuble-a-ouakam-5406969","Studio meublé à ouakam","1","1","30 m²","Ouakam","Dakar","16 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd50f5f516e3ad9855b95b52d2cf7dce/-/horizon-files-prod/ed/picture/q0gggjd8/73009f44df67ce21fd188b6871987c50ad7df7a7.jpg"
"1708115350-296","https://www.expat-dakar.com/appartements-meubles?page=22","Mini studio meublé à la médina
1 chambre15 m²
Médina,
Dakar

samedi, 12:30

17 000 F Cfa

766752135

774448839","https://www.expat-dakar.com/annonce/mini-studio-meuble-a-la-medina-5888683","Mini studio meublé à la médina","1","1","15 m²","Médina","Dakar","17 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f7777d1d9d93b3be8cea1bf29f418dff/-/horizon-files-prod/ed/picture/q2jqqzvg/8bea02570335029777d7a62cdc552d72be2f1d59.jpg"
"1708115358-297","https://www.expat-dakar.com/appartements-meubles?page=21","Bel Appartement F4 aux Almadies
3 chambre
Almadies,
Dakar

samedi, 13:19

3 000 000 F Cfa

783001717","https://www.expat-dakar.com/annonce/bel-appartement-f4-aux-almadies-5483759","Bel Appartement F4 aux Almadies","3","3","","Almadies","Dakar","3 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dc4f4abc3359df787a1fda4bfb0163d4/-/horizon-files-prod/ed/picture/qj44zm4e/f2c8a9fac06db6793fad45df73621ebd71e29398.jpg"
"1708115360-298","https://www.expat-dakar.com/appartements-meubles?page=21","Appartement meublé à Scat Urbam - Résidence Kalia
3 chambre90 m²
Hlm grand-yoff,
Dakar

samedi, 15:12

35 000 F Cfa

770959708","https://www.expat-dakar.com/annonce/appartement-meuble-a-scat-urbam-residence-kalia-5570970","Appartement meublé à Scat Urbam - Résidence Kalia","3","2","90 m²","Hlm grand-yoff","Dakar","35 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/02405f0845dffbff23cdce8c37c17239/-/horizon-files-prod/ed/picture/q9mmqjkp/8c11cf2c0b4f6f622ecb5295b5b25d92962e5840.jpg"
"1708115363-299","https://www.expat-dakar.com/appartements-meubles?page=21","Magnifique studio meublé à louer

Virage,
Dakar

samedi, 20:55

25 000 F Cfa

775528875","https://www.expat-dakar.com/annonce/magnifique-studio-meuble-a-louer-5918246","Magnifique studio meublé à louer","","","","Virage","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3c3f0a87228f1de1de4ae8ce3b5143d7/-/horizon-files-prod/ed/picture/qv4ed66w/902e85b51b3d15f19fede2adb3e89e5a5409b968.jpg"
"1708115366-300","https://www.expat-dakar.com/appartements-meubles?page=21","Appartement meublé Haut standing KALIA
3 chambre100 m²
Zone de captage,
Dakar

dimanche, 13:20

50 000 F Cfa

781894053","https://www.expat-dakar.com/annonce/appartement-meuble-haut-standing-kalia-5892256","Appartement meublé Haut standing KALIA","3","2","100 m²","Zone de captage","Dakar","50 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/37637abb774091377db2f0504d2d3e12/-/horizon-files-prod/ed/picture/qm5ppj52/dfc844c3290365de0c0caffacfa92a2d70c070fd.jpg"
"1708115372-301","https://www.expat-dakar.com/appartements-meubles?page=21","Chambres climatisées et très spacieuses à Ngor Almadie
1 chambre75 m²
Ngor,
Dakar

dimanche, 13:33

20 000 F Cfa

773780262

761472486

761472486","https://www.expat-dakar.com/annonce/chambres-climatisees-et-tres-spacieuses-a-ngor-almadie-3121390","Chambres climatisées et très spacieuses à Ngor Almadie","1","1","75 m²","Ngor","Dakar","20 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/742884d66b5c657bae56b4cdfe2ee999/-/horizon-files-prod/ed/picture/qv09eek/4cb47366566e46d7a7400e08010873d865fea7c0.jpg"
"1708115375-302","https://www.expat-dakar.com/appartements-meubles?page=21","Appartement Meublé Maristes
1 chambre
Hann Bel-Air,
Dakar

dimanche, 14:53

15 000 F Cfa

781859292

770000101","https://www.expat-dakar.com/annonce/appartement-meuble-maristes-5853905","Appartement Meublé Maristes","1","2","","Hann Bel-Air","Dakar","15 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/379b0ba98d867da9ef561652eff5bfbb/-/horizon-files-prod/ed/picture/qngdrq6k/2c4554488c937d3efe4d30674c58c76961e09962.jpg"
"1708115378-303","https://www.expat-dakar.com/appartements-meubles?page=21","Studio meublé
1 chambre55 m²
Ngor,
Dakar

dimanche, 15:34

25 000 F Cfa

778021889","https://www.expat-dakar.com/annonce/studio-meuble-5931736","Studio meublé","1","1","55 m²","Ngor","Dakar","25 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6037458e96610181097b36bbbbffb072/-/horizon-files-prod/ed/picture/qkrg6rnx/3939940f94dac60a095b37dcc0300cdb649eff22.jpg"
"1708115381-304","https://www.expat-dakar.com/appartements-meubles?page=21","Beau Studio meublé à Ngor-Almadies
1 chambre70 m²
Almadies,
Dakar

dimanche, 18:00

380 000 F Cfa

784574920","https://www.expat-dakar.com/annonce/beau-studio-meuble-a-ngor-almadies-5994143","Beau Studio meublé à Ngor-Almadies","1","1","70 m²","Almadies","Dakar","380 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dd1af2f0949f3e8672b48537b606ebe0/-/horizon-files-prod/ed/picture/qzvd57qv/791907363a4c5f8a038a9ad56fb7083e4348ae4a.jpg"
