web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1708112583-1","https://www.expat-dakar.com/appartements-a-louer?page=50","APPARTEMENTS 3 CHAMBRES NEUFS NGOR-ALMADIES
3 chambre170 m²
Ngor,
Dakar

9. janv., 16:53

725 200 F Cfa

785393382

775452867","https://www.expat-dakar.com/annonce/appartements-3-chambres-neufs-ngor-almadies-5854013","APPARTEMENTS 3 CHAMBRES NEUFS NGOR-ALMADIES","3","3","Commodités : ascenseur, pompe et réservoir d'eau, sécurité 24h/7j, place de parking.","Ngor","Dakar","725 200 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5600a736635740b57fe711e3e2b52074/-/horizon-files-prod/ed/picture/qgqg2eq0/b9000b0dba96de0e9563cf7881498ead70c91cdd.jpg"
"1708112585-2","https://www.expat-dakar.com/appartements-a-louer?page=50","4 CHAMBRES A LOUER AUX ALMADIES
4 chambre300 m²
Almadies,
Dakar

9. janv., 16:56

2 300 000 F Cfa

785393382

775452867","https://www.expat-dakar.com/annonce/4-chambres-a-louer-aux-almadies-5936464","4 CHAMBRES A LOUER AUX ALMADIES","4","4","Niveau : 1er et 2ème étage","Almadies","Dakar","2 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/723e42c2b424a1b200b85bf007f1bcc2/-/horizon-files-prod/ed/picture/qenqp7w9/b858af556be60ee820db308ac9a215c342fa2913.jpg"
"1708112588-3","https://www.expat-dakar.com/appartements-a-louer?page=50","F4 À LOUER
3 chambre150 m²
VDN,
Dakar

9. janv., 19:39

350 000 F Cfa

775599232

783910606","https://www.expat-dakar.com/annonce/f4-a-louer-5976048","F4 À LOUER","3","3","","VDN","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28460845f85651157ee709df44270c8a/-/horizon-files-prod/ed/picture/q9m9dkj6/3d9ce84c014497c3ecc5880ff1f10e0e2bba180b.jpg"
"1708112591-4","https://www.expat-dakar.com/appartements-a-louer?page=50","Appartement F5 à louer à la CITÉ KEUR GORGUI
4 chambre
Cité keur gorgui,
Dakar

10. janv., 07:48

Vendeur vérifié

500 000 F Cfa

774723333","https://www.expat-dakar.com/annonce/appartement-f5-a-louer-a-la-cite-keur-gorgui-5976312","Appartement F5 à louer à la CITÉ KEUR GORGUI","4","","Prix: 500.000 FCFA

Niveau: 2ieme étage","Cité keur gorgui","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3ad634f83df672a0e73ea46be53d2be5/-/horizon-files-prod/ed/picture/qm5p40w9/eb7b2c318f9e03ec627765e1fa3e98d6b523725c.jpg"
"1708112593-5","https://www.expat-dakar.com/appartements-a-louer?page=50","Appartement F4 à louer aux almadies
3 chambre150 m²
Autres,
Autres

10. janv., 10:40

1 500 000 F Cfa

778897413","https://www.expat-dakar.com/annonce/appartement-f4-a-louer-aux-almadies-5947823","Appartement F4 à louer aux almadies","3","4","","Autres","Autres","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5574ff2fbfe94978e2f271162b4ba56b/-/horizon-files-prod/ed/picture/q7850red/2846b93c65e61bb09c871767b38b535bd3b1d547.jpg"
"1708112596-6","https://www.expat-dakar.com/appartements-a-louer?page=50","APPARTEMENT F3 MERMOZ
2 chambre
Autres,
Autres

10. janv., 10:41

850 000 F Cfa

778897413","https://www.expat-dakar.com/annonce/appartement-f3-mermoz-5948257","APPARTEMENT F3 MERMOZ","2","3","","Autres","Autres","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff708e47f0f4c7a00ffe885933e7a2ef/-/horizon-files-prod/ed/picture/qgq9dke4/a6241cd8fc70d001eea9162b2f5ccceee0505056.jpg"
"1708112598-7","https://www.expat-dakar.com/appartements-a-louer?page=50","Appartement F4 sis à ouakam avenue Cheikh Anta Diop
150 m²
Ouakam,
Dakar

10. janv., 12:07

1 250 000 F Cfa

772764003","https://www.expat-dakar.com/annonce/appartement-f4-sis-a-ouakam-avenue-cheikh-anta-diop-5923149","Appartement F4 sis à ouakam avenue Cheikh Anta Diop","","3","","Ouakam","Dakar","1 250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/28497ae8719e83f653a1c4761423dbc5/-/horizon-files-prod/ed/picture/qngx794g/6026a2ee39cdb94a8671e9200ab861928243e25a.jpg"
"1708112600-8","https://www.expat-dakar.com/appartements-a-louer?page=50","Bel Appartement à louer à Mermoz
3 chambre
Mermoz,
Dakar

13. nov. '23, 17:14

772847878","https://www.expat-dakar.com/annonce/bel-appartement-a-louer-a-mermoz-5935006","Bel Appartement à louer à Mermoz","3","4","","Mermoz","Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2efdd149eee1399c7dc3b0cd13a08bfd/-/horizon-files-prod/ed/picture/qwe2nkwm/4a919a971ff71881e9bf1b71a77e9f5ac3c30b9b.jpg"
"1708112603-9","https://www.expat-dakar.com/appartements-a-louer?page=50","F4 A LOUER AUX MAMELLES
3 chambre
Mamelles,
Dakar

10. janv., 17:03

750 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f4-a-louer-aux-mamelles-5972477","F4 A LOUER AUX MAMELLES","3","","","Mamelles","Dakar","750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd6ce1636d76245a722a606aabf9772c/-/horizon-files-prod/ed/picture/qxj2x0r8/8fceafca1f43dc5e5f3a9f1cb8dc6fd876949642.jpg"
"1708112605-10","https://www.expat-dakar.com/appartements-a-louer?page=50","Appartements à louer à Zac Mbao
2 chambre
Mbao,
Dakar

10. janv., 17:08

160 000 F Cfa

772847878","https://www.expat-dakar.com/annonce/appartements-a-louer-a-zac-mbao-5976994","Appartements à louer à Zac Mbao","2","2","","Mbao","Dakar","160 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b15bf142651a775ab9a7855d48498f92/-/horizon-files-prod/ed/picture/qwe28n25/bd468b39d8df9b2adf423ff6c8285a4835c5b5f6.jpg"
"1708112608-11","https://www.expat-dakar.com/appartements-a-louer?page=50","VIP

Appartement à louer aux Almadies
3 chambre
Almadies,
Dakar

mercredi, 16:32

1 700 000 F Cfa

783919539","https://www.expat-dakar.com/annonce/appartement-a-louer-aux-almadies-5761836","Appartement à louer aux Almadies","3","","","Almadies","Dakar","1 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/89f623e0a49f69ebc7871dfc64188522/-/horizon-files-prod/ed/picture/qkr5d5dn/33eecac12787421197bafd1a88514f747ffd8d97.jpg"
"1708112610-12","https://www.expat-dakar.com/appartements-a-louer?page=50","A La Une

Appartements & bureaux à louer

Fann,
Dakar

mercredi, 16:16

1 000 000 F Cfa

338496384","https://www.expat-dakar.com/annonce/appartements-bureaux-a-louer-6004150","Appartements & bureaux à louer","","","CFI

L'immobilier depuis 1926 au Sénégal et en Afrique de l'Ouest.","Fann","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b0c0566f56295d312ff028f628c9ad8/-/horizon-files-prod/ed/picture/qwe29vrd/53b8878f14c1778b7afe054e49b611b341073043.jpg"
"1708112616-13","https://www.expat-dakar.com/appartements-a-louer?page=49","MAGNIFIQUE F4 A LA ZONE DE CAPTAGE
3 chambre
Zone de captage,
Dakar

10. janv., 17:17

450 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/magnifique-f4-a-la-zone-de-captage-5976997","MAGNIFIQUE F4 A LA ZONE DE CAPTAGE","3","","Nous mettons en location des appartements de type F4 dont 3 chambres et salon de 100m2, très lumineux grande baie vitrée du salon qui s'ouvre sur le grand balcon et Cuisine équipée.","Zone de captage","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e6eeb8c82ebf5b3b41d5781c6fd7546/-/horizon-files-prod/ed/picture/q448mr89/0a99a7ee8e0f48e0da0b4212ec73e8ae78705068.jpg"
"1708112619-14","https://www.expat-dakar.com/appartements-a-louer?page=49","MAGNIFIQUE F4 A LOUER AU POINT E

Point-e,
Dakar

11. janv., 11:49

950 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/magnifique-f4-a-louer-au-point-e-5977647","MAGNIFIQUE F4 A LOUER AU POINT E","","","Caractéristiques :

4 pièces

1 salon

3 chambres

1 cuisine

4 douches

Commodité :

Salle multifonctions

Internet

Gardiens

Câble

Surpresseur adapté

Balcon

Eau chaude

Ordures

Salle d'attente

Ascenseur

Climatisation

Conciergerie

Groupe électrogène","Point-e","Dakar","950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f5e7caff3b9f89e16ae1b01d0a8327bd/-/horizon-files-prod/ed/picture/q0gwz9zk/ed033c7fd3deea2f3f37a74ba8e828ebe91da16a.jpg"
"1708112621-15","https://www.expat-dakar.com/appartements-a-louer?page=49","F3 MODERNE A LOUER AUX MAMELLES
2 chambre
Mamelles,
Dakar

11. janv., 12:23

475 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f3-moderne-a-louer-aux-mamelles-5977694","F3 MODERNE A LOUER AUX MAMELLES","2","","Prix: 475 000 FCFA

Conditions: 3mois","Mamelles","Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e93c17c32eeecff7a70950d44929442/-/horizon-files-prod/ed/picture/qwe28k9k/7876c9ef373667ba63ac39df79bcd634c2a63b0a.jpg"
"1708112624-16","https://www.expat-dakar.com/appartements-a-louer?page=49","BEL APPARTEMENT F4 A LA CITE MOURTADA
3 chambre
VDN,
Dakar

11. janv., 12:26

500 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/bel-appartement-f4-a-la-cite-mourtada-5977702","BEL APPARTEMENT F4 A LA CITE MOURTADA","3","","Prix: 500.000

Conditions: 3 mois","VDN","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/258f47cd6a8e5309d145b9d0c98b44b1/-/horizon-files-prod/ed/picture/qv4eqk0j/e9fd7b6c39643953647a93c21ae7dc99fc89c6c7.jpg"
"1708112626-17","https://www.expat-dakar.com/appartements-a-louer?page=49","F4 A LOUER A LA CITE BATRAIN
4 chambre
Mermoz,
Dakar

11. janv., 12:45

650 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f4-a-louer-a-la-cite-batrain-5977734","F4 A LOUER A LA CITE BATRAIN","4","","Un appartement de type F4 sur un immeuble R+2 à la Cité Batrain est mis en location.

L'appartement se trouve au 1er étage et est composé de 3 chambres avec climatiseur, salle de bain dont une avec balcon, un salon climatisé, une cuisine équipée avec placards/ buanderie, une toilette visiteur et un espace familial.

L'immeuble dispose d'un parking et d'un système de gardiennage H24","Mermoz","Dakar","650 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/64fc62fda2a2e414535b340a6ee9667e/-/horizon-files-prod/ed/picture/qm5p4j7g/d6866cf4e5a631b91c3a1e145c6c8f76137bb152.jpg"
"1708112629-18","https://www.expat-dakar.com/appartements-a-louer?page=49","F4 A LOUER A LA ZONE DE RECASEMENT

Almadies,
Dakar

11. janv., 12:56

450 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f4-a-louer-a-la-zone-de-recasement-5977755","F4 A LOUER A LA ZONE DE RECASEMENT","","","Nous mettons en location de beaux appartements avec de magnifiques finitions et d'installations modernes à la zone de recasement.

Ils sont composés de trois chambres dont 2 avec salle de bain, la chambre principale a un balcon, d'un lumineux salon avec balcon aussi, d'un espace familial, d'une cuisine fermée avec placards de rangements et d'une toilette pour visiteurs.

Les toilettes sont dotées de chauffage.","Almadies","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/444781bdef6947ec7b9354aaea96f9fe/-/horizon-files-prod/ed/picture/qxj2zk72/be3ae21f30d55ed43053a3c3cef02ca8627e2f89.jpg"
"1708112631-19","https://www.expat-dakar.com/appartements-a-louer?page=49","DES F2 ET F4 A LOUER A NGOR

Ngor,
Dakar

11. janv., 13:22

450 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/des-f2-et-f4-a-louer-a-ngor-5977785","DES F2 ET F4 A LOUER A NGOR","","","Nous louons de magnifiques appartements (F2 ou studios et des F4) situés à Ngor cité Socabeg à 100m de l'école Bilingue EAB du RDC au 3ème.","Ngor","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e5a08d9bbba16774fbf56d4724f6b94/-/horizon-files-prod/ed/picture/q56x5z05/1c56be44242d32d0045322bc096d24ff4e4a4d90.jpg"
"1708112634-20","https://www.expat-dakar.com/appartements-a-louer?page=49","BEL APPARTEMENT F4 A LOUER A YOFF
3 chambre
Yoff,
Dakar

11. janv., 13:30

700 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/bel-appartement-f4-a-louer-a-yoff-5977795","BEL APPARTEMENT F4 A LOUER A YOFF","3","","","Yoff","Dakar","700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b47aa6ed723a5dc134060216457641a2/-/horizon-files-prod/ed/picture/qq47v5ep/6285f945a46ef7521872a1e7c718d92f434cd747.jpg"
"1708112637-21","https://www.expat-dakar.com/appartements-a-louer?page=49","F3 A LOUER A NGOR ALMADIES
2 chambre
Ngor,
Dakar

11. janv., 13:40

325 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f3-a-louer-a-ngor-almadies-5977807","F3 A LOUER A NGOR ALMADIES","2","","L' immeuble est sécurisé, accessible et calme","Ngor","Dakar","325 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f88c52e5a4876901c6fc2ac0b4825ee4/-/horizon-files-prod/ed/picture/qq47v50v/8796f249c063602634d3d01dc63d7fb2efdc0876.jpg"
"1708112639-22","https://www.expat-dakar.com/appartements-a-louer?page=49","MAGNIFIQUE F4 ALOUER A LA CITE KEUR GORGUI
3 chambre
Cité keur gorgui,
Dakar

11. janv., 13:59

550 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/magnifique-f4-alouer-a-la-cite-keur-gorgui-5977827","MAGNIFIQUE F4 ALOUER A LA CITE KEUR GORGUI","3","","Il comporte 3 chambres dont deux avec salle de bain, balcon et clim, un grand salon avec balcon, une grande cuisine avec placard, espace familiale et toilette visiteurs à la cité Keur Gorgui","Cité keur gorgui","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5713addf8665db6404b809fd5e28946d/-/horizon-files-prod/ed/picture/qngxzjmw/58ca983939d6018a4ef95fd8a44a80c642856155.jpg"
"1708112644-23","https://www.expat-dakar.com/appartements-a-louer?page=48","F3 A LOUER AUX ALMADIES ZONE DE RECASEMENT
2 chambre
Ngor,
Dakar

11. janv., 14:05

450 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/f3-a-louer-aux-almadies-zone-de-recasement-5977829","F3 A LOUER AUX ALMADIES ZONE DE RECASEMENT","2","","Ces magnifiques appartements F3 sont à louer à la Zone de Recasement(entre Ngor et Almadies) avec de magnifiques finitions modernes disponibles du RDC au 3eme.","Ngor","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/6c5005920b91b61af08973f846b2235c/-/horizon-files-prod/ed/picture/qq47v5jv/2b8dfe5f7cbe56fc42b91b2a1a686ebe33039c3c.jpg"
"1708112647-24","https://www.expat-dakar.com/appartements-a-louer?page=48","Duplex et Appartements F4 à louer au Virage
4 chambre
Virage,
Dakar

11. janv., 16:03

2 500 000 F Cfa

783724705

763290733

774400096","https://www.expat-dakar.com/annonce/duplex-et-appartements-f4-a-louer-au-virage-5977902","Duplex et Appartements F4 à louer au Virage","4","5","","Virage","Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c50cadbfa084ef38822bea5a46048e65/-/horizon-files-prod/ed/picture/qv4eqzm8/36cae334099b26c8909b54e7f1f887ecf343139f.jpg"
"1708112649-25","https://www.expat-dakar.com/appartements-a-louer?page=48","Magnifique appartement a louer a Mermoz
3 chambre180 m²
Mermoz,
Dakar

11. janv., 18:29

850 000 F Cfa

771870619","https://www.expat-dakar.com/annonce/magnifique-appartement-a-louer-a-mermoz-5910792","Magnifique appartement a louer a Mermoz","3","3","","Mermoz","Dakar","850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41fe08183b550aca8e477c4bcaf45661/-/horizon-files-prod/ed/picture/q9m9k8nn/f12c58077948451c5f9a5aee9eedb15f04d60f76.jpg"
"1708112652-26","https://www.expat-dakar.com/appartements-a-louer?page=48","Appartements a louer
2 chambre87 m²
Almadies,
Dakar

12. janv., 03:41

400 000 F Cfa

762432306

781727710

338255100","https://www.expat-dakar.com/annonce/appartements-a-louer-5704480","Appartements a louer","2","3","","Almadies","Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9faca12e233bb23cc1c387226531e56e/-/horizon-files-prod/ed/picture/qkr56z5v/471380707b7890883d3d07542c8e372d2b3ccc42.jpg"
"1708112654-27","https://www.expat-dakar.com/appartements-a-louer?page=48","Appartement 3 chambres salon à louer à Biagui Virage
3 chambre175 m²
Cité biagui,
Dakar

12. janv., 08:14

1 000 000 F Cfa

774633788

776686666","https://www.expat-dakar.com/annonce/appartement-3-chambres-salon-a-louer-a-biagui-virage-5978372","Appartement 3 chambres salon à louer à Biagui Virage","3","3","","Cité biagui","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e2f6583b1e86ce1ba2ae24c9de39404/-/horizon-files-prod/ed/picture/qwe28jmp/9e214482403704c455b28a34b729b1754d7c3f22.jpg"
"1708112657-28","https://www.expat-dakar.com/appartements-a-louer?page=48","Duplex 4 chambres à louer Mermoz
4 chambre280 m²
Mermoz,
Dakar

12. janv., 08:16

1 500 000 F Cfa

773121354","https://www.expat-dakar.com/annonce/duplex-4-chambres-a-louer-mermoz-5947659","Duplex 4 chambres à louer Mermoz","4","4","","Mermoz","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/096dc50b08056bd4314097198653028b/-/horizon-files-prod/ed/picture/qj4rx77r/276407d5fe7b006d2d853d7c1c460884d6eba915.jpg"
"1708112659-29","https://www.expat-dakar.com/appartements-a-louer?page=48","Appartement f3 a louer

Mermoz,
Dakar

12. janv., 08:19

Vendeur vérifié

12 F Cfa

778159089

709068088","https://www.expat-dakar.com/annonce/appartement-f3-a-louer-5978327","Appartement f3 a louer","","","","Mermoz","Dakar","12 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/95d6f47e9b493258dc67bfce07395937/-eyJvciI6MH0%3D/horizon-files-prod/ed/picture/qngxzw4x/fb02e68c0bf54bc21ac6faa2a598a1e95aa61913.jpg"
"1708112662-30","https://www.expat-dakar.com/appartements-a-louer?page=48","Location appartement 3 pieces
2 chambre100 m²
Ngaparou,
Thiès

19. déc. '23, 08:08

200 000 F Cfa

779296190

779296190

703650147","https://www.expat-dakar.com/annonce/location-appartement-3-pieces-5962959","Location appartement 3 pieces","2","3","","Ngaparou","Thiès","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1fe87bbfe378968630f1c4ca0ba6fbc3/-/horizon-files-prod/ed/picture/qj4r2mrd/bfee8979882a9a221e29d3173a4d9880611b258f.jpg"
"1708112664-31","https://www.expat-dakar.com/appartements-a-louer?page=48","Appartement à louer au Point E
3 chambre
Point-e,
Dakar

12. janv., 10:04

1 300 000 F Cfa

772847878","https://www.expat-dakar.com/annonce/appartement-a-louer-au-point-e-5978517","Appartement à louer au Point E","3","4","","Point-e","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e5e6779faf0ffd7f02d217df06d313c5/-/horizon-files-prod/ed/picture/q2jqd576/bd7579ed5d6b6ad635643160a26b2ac13d1c35fe.jpg"
"1708112667-32","https://www.expat-dakar.com/appartements-a-louer?page=48","Appartement 3 pièces Corniche Mamelles
2 chambre
Mamelles,
Dakar

12. janv., 14:48

475 000 F Cfa

778727979

766377247

772699661","https://www.expat-dakar.com/annonce/appartement-3-pieces-corniche-mamelles-5978588","Appartement 3 pièces Corniche Mamelles","2","3","Appartement sur la Corniche des Mamelles. En face du phare. Composé de 2 chambres, 3 salles d'eau, 1 salon ouvert, 2 cuisines, 1 large balcon.","Mamelles","Dakar","475 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b2d3b20372485084fd0db12f19d938a5/-/horizon-files-prod/ed/picture/q6xkmzz7/d68d6b739aab2000f6f59b45770cf90c7c1277ba.jpg"
"1708112672-33","https://www.expat-dakar.com/appartements-a-louer?page=47","Joli appartement neuf zone calme
3 chambre150 m²
Almadies,
Dakar

12. janv., 11:10

1 000 000 F Cfa

784577878","https://www.expat-dakar.com/annonce/joli-appartement-neuf-zone-calme-5978585","Joli appartement neuf zone calme","3","5","JOLI APPARTEMENT neuf et lumineux au 2eme étage avec ascenseur, place privée au parking sous-sol , terrasse piscine salle de sport, box de rangement... :

3 chambres 3 salles de bain, armoires incorporées, dressing, une toilette visiteurs, une toilette pour dépendance domestique, salon cuisine équipée...

Images disponibles, veuillez nous contacter pour plus d'informations","Almadies","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/68efe362bbd3747e6c7692a9f722c9d2/-/horizon-files-prod/ed/picture/q56x5vge/6f98137ca3471f9ed88a7214d1cf597ae2040116.jpg"
"1708112675-34","https://www.expat-dakar.com/appartements-a-louer?page=47","Appartement meublé a louer a ouakam corniche
3 chambre
Ouakam,
Dakar

4. janv., 15:24

800 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/appartement-meuble-a-louer-a-ouakam-corniche-5942464","Appartement meublé a louer a ouakam corniche","3","2","","Ouakam","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b93a5d5d112f41b81697ddf7367d8255/-/horizon-files-prod/ed/picture/qenqxn4d/90712176042077b2358383a032e013e8b2ece87b.jpg"
"1708112677-35","https://www.expat-dakar.com/appartements-a-louer?page=47","Appartement à louer a ngor
3 chambre
Ngor,
Dakar

13. nov. '23, 10:11

800 000 F Cfa

774823430

776548731

774836846","https://www.expat-dakar.com/annonce/appartement-a-louer-a-ngor-5934530","Appartement à louer a ngor","3","","","Ngor","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/da150621e9d0113fd84fa418845b4efb/-eyJvciI6OTB9/horizon-files-prod/ed/picture/q8v5kkg9/a840c9f4c3d9e57b5aba4e542a1c567eb7db57ec.jpg"
"1708112679-36","https://www.expat-dakar.com/appartements-a-louer?page=47","Fann Residence
3 chambre300 m²
Fann,
Dakar

12. janv., 11:43

1 990 000 F Cfa","https://www.expat-dakar.com/annonce/fann-residence-5978593","Fann Residence","3","4","","Fann","Dakar","1 990 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/24ac8a14ef34b240bfa22bd31f02ef8a/-/horizon-files-prod/ed/picture/qngxz229/8e9837c4865c7e59e3c1b8f28e8c01d538e0a00b.jpg"
"1708112682-37","https://www.expat-dakar.com/appartements-a-louer?page=47","MAGNIFIQUE APPARTEMENT A LOUER A OUEST FOIRE

Ouest foire,
Dakar

12. janv., 11:57

275 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/magnifique-appartement-a-louer-a-ouest-foire-5977743","MAGNIFIQUE APPARTEMENT A LOUER A OUEST FOIRE","","","","Ouest foire","Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cf96ffad2dd408a212f7c7319413610d/-/horizon-files-prod/ed/picture/qzvd6jkq/252112e1275cdad2924cd53f439a6dfa9e487b14.jpg"
"1708112684-38","https://www.expat-dakar.com/appartements-a-louer?page=47","Magnifique F3 face à la mer sur la Corniche Est Plateau
2 chambre140 m²
Plateau,
Dakar

12. janv., 11:59

2 200 000 F Cfa

773426785","https://www.expat-dakar.com/annonce/magnifique-f3-face-a-la-mer-sur-la-corniche-est-plateau-5969429","Magnifique F3 face à la mer sur la Corniche Est Plateau","2","3","Descriptif :","Plateau","Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ad2055823ad689252e5df796b1d1c42b/-/horizon-files-prod/ed/picture/qq47gkvn/7b68f86706df59177ab5666bb4387c4be3144e18.jpg"
"1708112687-39","https://www.expat-dakar.com/appartements-a-louer?page=47","Appartement de haut standing vue sur mer au plateau
5 chambre330 m²
Plateau,
Dakar

12. janv., 12:01

3 500 000 F Cfa

773426785","https://www.expat-dakar.com/annonce/appartement-de-haut-standing-vue-sur-mer-au-plateau-5586346","Appartement de haut standing vue sur mer au plateau","5","6","Descriptif :","Plateau","Dakar","3 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/44757d65320235ee464dd62ab0550d05/-/horizon-files-prod/ed/picture/qv448vm8/e2e41008333bd1e4140a59c9565852a466526be8.jpg"
"1708112689-40","https://www.expat-dakar.com/appartements-a-louer?page=47","F3 haut standing sur la Corniche Est au Plateau
2 chambre140 m²
Plateau,
Dakar

12. janv., 12:02

2 200 000 F Cfa

773426785","https://www.expat-dakar.com/annonce/f3-haut-standing-sur-la-corniche-est-au-plateau-5793561","F3 haut standing sur la Corniche Est au Plateau","2","3","La résidence est dotée de :","Plateau","Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e8abf4cc80485220a90e8ece25b52fac/-/horizon-files-prod/ed/picture/q2jrxrqv/8f1ed4fcd60dc016056613d03dc84174e4e27b09.jpg"
"1708112692-41","https://www.expat-dakar.com/appartements-a-louer?page=47","Bel appartement sur la corniche proche du Lycée Jean Mermoz
3 chambre270 m²
Mamelles,
Dakar

12. janv., 12:03

2 600 000 F Cfa

773426785","https://www.expat-dakar.com/annonce/bel-appartement-sur-la-corniche-proche-du-lycee-jean-mermoz-5808471","Bel appartement sur la corniche proche du Lycée Jean Mermoz","3","4","","Mamelles","Dakar","2 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4aaf4a811988b6e13cdf20a25528d7db/-/horizon-files-prod/ed/picture/qngde2rw/8ab84ebb13e41b301759e896d15140b236f55ab8.jpg"
"1708112694-42","https://www.expat-dakar.com/appartements-a-louer?page=47","MAGNIFIQUES STUDIOS A LOUER A NGOR ALMADIES
1 chambre
Ngor,
Dakar

12. janv., 12:04

250 000 F Cfa

772174185","https://www.expat-dakar.com/annonce/magnifiques-studios-a-louer-a-ngor-almadies-5978662","MAGNIFIQUES STUDIOS A LOUER A NGOR ALMADIES","1","","Dans un très bel immeuble accueillant et très calme avec toutes les commodités: ascenseur, suppresseur, gardiennage H24 et l'espace commun est bien entretenu.","Ngor","Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ecf394cc6de5ce2cb0f9aecc036c1fc3/-/horizon-files-prod/ed/picture/qdek64z2/c1c6a1b60869208ddf0ab70d296a6944dae4c01b.jpg"
"1708112699-43","https://www.expat-dakar.com/appartements-a-louer?page=46","Joli appartement a louer a Diamniadio
3 chambre
Diamniadio,
Dakar

12. janv., 12:07

250 000 F Cfa

776616884","https://www.expat-dakar.com/annonce/joli-appartement-a-louer-a-diamniadio-5978675","Joli appartement a louer a Diamniadio","3","2","","Diamniadio","Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e1460bcc71c9b35fe63dd153faba6ae9/-/horizon-files-prod/ed/picture/q448m72e/22cedf4208bad9ae2e54c10c8c806436f1b663b6.jpg"
