web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,nombre_chambre,nombre_salle_bain,superficie,adresse,ville,prix,image_link-src
"1708113199-224","https://www.expat-dakar.com/appartements-a-louer?page=28","Studio meublé avec à Fann à louer (Vue sur la mer)
1 chambre57 m²
Fann,
Dakar

31. janv., 09:46

1 300 000 F Cfa

778239393

774322012","https://www.expat-dakar.com/annonce/studio-meuble-avec-a-fann-a-louer-vue-sur-la-mer-5720869","Studio meublé avec à Fann à louer (Vue sur la mer)","1","1","L'appartement est élégamment conçu et meublé pour vous offrir le plus grand confort.","Fann","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69c810f045a8e13dc891f8cd702f6e19/-/horizon-files-prod/ed/picture/q0g2dkmz/b277088a76619116cf70f25d70b8c4b4ba00dfe1.jpg"
"1708113203-225","https://www.expat-dakar.com/appartements-a-louer?page=28","Location Appartement Haut Standing à Saly
2 chambre87 m²
Saly Portudal,
Thiès

31. janv., 09:47

Vendeur vérifié

320 000 F Cfa

781843940","https://www.expat-dakar.com/annonce/location-appartement-haut-standing-a-saly-5906726","Location Appartement Haut Standing à Saly","2","","-Location meublée longue durée > à 3 mois un appartement de deux chambres + salon (87,57m2) à 550.000f cfa & un studio d'une chambre + salon (47m2) à 350.000f cfa.","Saly Portudal","Thiès","320 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/afaefe8540064316c32c866848a0594c/-/horizon-files-prod/ed/picture/q9m9jz46/edd958675ab0ff6bf72a7bdfe3901e40c34555c7.jpg"
"1708113206-226","https://www.expat-dakar.com/appartements-a-louer?page=28","Trois chambres salon à louer par mois
3 chambre210 m²
Almadies,
Dakar

31. janv., 10:27

1 600 000 F Cfa

772506673

767277483

772506673","https://www.expat-dakar.com/annonce/trois-chambres-salon-a-louer-par-mois-5953051","Trois chambres salon à louer par mois","3","4","","Almadies","Dakar","1 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ab0497d29d47a87f9dc98da68ac63a25/-/horizon-files-prod/ed/picture/qq4764nz/1d50cb1783f7580bc36af7a08f0d50ca327076ab.jpg"
"1708113210-227","https://www.expat-dakar.com/appartements-a-louer?page=28","F3 meublé vue sur mer à louer

Mermoz,
Dakar

31. janv., 11:09

Vendeur vérifié

2 500 000 F Cfa

774063403","https://www.expat-dakar.com/annonce/f3-meuble-vue-sur-mer-a-louer-5986756","F3 meublé vue sur mer à louer","","","","Mermoz","Dakar","2 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d16903011e5b8854a4fe029c087c925/-/horizon-files-prod/ed/picture/qm5p90v6/dff32903cee21767f21e953ccbd468059f1ce475.jpg"
"1708113213-228","https://www.expat-dakar.com/appartements-a-louer?page=28","Très beau F5 à louer à mermoz
4 chambre
Mermoz,
Dakar

31. janv., 11:09

Vendeur vérifié

2 000 000 F Cfa

774063403","https://www.expat-dakar.com/annonce/tres-beau-f5-a-louer-a-mermoz-5931687","Très beau F5 à louer à mermoz","4","","","Mermoz","Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/91ac95a83098cfc8761198ed8923b546/-/horizon-files-prod/ed/picture/qzvdrv5d/bd6f6b8d8f3bb65ef3011b7c65de314e7c80d06a.jpg"
"1708113215-229","https://www.expat-dakar.com/appartements-a-louer?page=28","Des apparts touts neufs aux Almadies
3 chambre100 m²
Almadies,
Dakar

31. janv., 12:09

500 000 F Cfa

766047878

776560203","https://www.expat-dakar.com/annonce/des-apparts-touts-neufs-aux-almadies-5942493","Des apparts touts neufs aux Almadies","3","4","","Almadies","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ef2f1503942a9e8e3b78ebb091689c8d/-/horizon-files-prod/ed/picture/qngxjgm0/635361fb513b18f94b4355e3a29c4fc83d548687.jpg"
"1708113218-230","https://www.expat-dakar.com/appartements-a-louer?page=28","Studio entièrement meublé à Ngor-Almadies
1 chambre70 m²
Almadies,
Dakar

31. janv., 12:47

380 000 F Cfa

784574920","https://www.expat-dakar.com/annonce/studio-entierement-meuble-a-ngor-almadies-5994116","Studio entièrement meublé à Ngor-Almadies","1","1","","Almadies","Dakar","380 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/53ca9c1810e2cfdcb28c90d58a149432/-/horizon-files-prod/ed/picture/qpd6qx7v/788d32638941259f6c69841b87c2c4bd31541a2e.jpg"
"1708113221-231","https://www.expat-dakar.com/appartements-a-louer?page=28","APPARTEMENT VUE MER F4 A LOUER AU VIRAGE
3 chambre
Virage,
Dakar

31. janv., 12:54

2 000 000 F Cfa

772297431

776497793

775381096","https://www.expat-dakar.com/annonce/appartement-vue-mer-f4-a-louer-au-virage-5994104","APPARTEMENT VUE MER F4 A LOUER AU VIRAGE","3","","L'appartement est composé de :","Virage","Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bd921258ed89c2763fc032db9b45c8fc/-/horizon-files-prod/ed/picture/q9m96pd5/70479bd904f272bf23982555400f0df27155ed0c.jpg"
"1708113224-232","https://www.expat-dakar.com/appartements-a-louer?page=28","Appartement à louer à usage de bureaux
2 chambre115 m²
Avenue Bourguiba,
Dakar

31. janv., 13:12

658 000 F Cfa

772578686

338428695

772578383","https://www.expat-dakar.com/annonce/appartement-a-louer-a-usage-de-bureaux-5994157","Appartement à louer à usage de bureaux","2","","Description : Deux chambres avec leurs salles de bain, des toilettes visiteurs, une cuisine et un espace familial.","Avenue Bourguiba","Dakar","658 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/be4c60c102f44545f1a7ee65c94a9892/-/horizon-files-prod/ed/picture/qgq9jvkr/893b5b783293bf33042c539f2be51d88d88ade8d.jpg"
"1708113229-233","https://www.expat-dakar.com/appartements-a-louer?page=27","Magnifique penthouse à louer à la Zone B
4 chambre
Point-e,
Dakar

31. janv., 15:41

1 500 000 F Cfa

772578686

338428695

772578383","https://www.expat-dakar.com/annonce/magnifique-penthouse-a-louer-a-la-zone-b-5994290","Magnifique penthouse à louer à la Zone B","4","","Description : quatres chambres( dont deux avec terrasses ) avec leurs salles de bain, un grand salon, une cuisine américaine et une cuisine fermée, un espace familial, une buanderie et des toilettes visiteurs.","Point-e","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9a53e751b0318cba02aeb3753e953026/-/horizon-files-prod/ed/picture/qv4e527j/252d9d7abc54d2ea69fd4e48a02145e106175152.jpg"
"1708113231-234","https://www.expat-dakar.com/appartements-a-louer?page=27","Studio meublé a louer Mamelles Monuments
1 chambre20 m²
Mamelles,
Dakar

31. janv., 15:51

350 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/studio-meuble-a-louer-mamelles-monuments-5957815","Studio meublé a louer Mamelles Monuments","1","1","","Mamelles","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d36c574d36f917398bc42f7a2a95ac3f/-/horizon-files-prod/ed/picture/qj4rzwwe/df955c1d2ba6ac80c499e4e9174640eea4eb1039.jpg"
"1708113234-235","https://www.expat-dakar.com/appartements-a-louer?page=27","Studio RDC liberté 6
1 chambre100 m²
Liberte 6,
Dakar

31. janv., 15:54

275 000 F Cfa

776333704

776333704","https://www.expat-dakar.com/annonce/studio-rdc-liberte-6-5994300","Studio RDC liberté 6","1","1","","Liberte 6","Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e37596410daacba5a11fb7a87006d48b/-/horizon-files-prod/ed/picture/q6xk4ggd/226fbb344371f158e1273d2a1225faa4aa330c61.jpg"
"1708113236-236","https://www.expat-dakar.com/appartements-a-louer?page=27","Duplex de standing F5 sur la route du meridien
4 chambre
Almadies,
Dakar

31. janv., 16:04

2 200 000 F Cfa

776441876

783091212

783090808","https://www.expat-dakar.com/annonce/duplex-de-standing-f5-sur-la-route-du-meridien-5994286","Duplex de standing F5 sur la route du meridien","4","","De plus, nous avons également à votre disposition dans le même immeuble des appartements de type F3 et F4","Almadies","Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1f2a134b162756268e4e1ab718393e76/-/horizon-files-prod/ed/picture/qenqj60j/cd5604dcf76468d0bdf14e6d330ea65242a94282.jpg"
"1708113239-237","https://www.expat-dakar.com/appartements-a-louer?page=27","Appartement à sacré coeur 3 vdn
2 chambre
Sacré-cœur,
Dakar

31. janv., 16:10

250 000 F Cfa

775393180","https://www.expat-dakar.com/annonce/appartement-a-sacre-coeur-3-vdn-5994319","Appartement à sacré coeur 3 vdn","2","2","","Sacré-cœur","Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/90ecb9c5bd23f7dd228d48b0fb46ecc2/-/horizon-files-prod/ed/picture/q56x8m76/2be57dfbfe6377fb34b1432e9b10cc31693b25c0.jpg"
"1708113241-238","https://www.expat-dakar.com/appartements-a-louer?page=27","Studio à mermoz batrain
1 chambre
Mermoz,
Dakar

31. janv., 16:12

200 000 F Cfa

775393180","https://www.expat-dakar.com/annonce/studio-a-mermoz-batrain-5994322","Studio à mermoz batrain","1","2","","Mermoz","Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cbeb5e573effe060ca6d91c13abeab21/-/horizon-files-prod/ed/picture/q6xk4g0d/b1e05e5fd4a2408feefaaf5897a2b9d9de0d4ea9.jpg"
"1708113244-239","https://www.expat-dakar.com/appartements-a-louer?page=27","Studio à louer aux Almadies
1 chambre
Almadies,
Dakar

31. janv., 16:40

250 000 F Cfa

778727979

766377247

772699661","https://www.expat-dakar.com/annonce/studio-a-louer-aux-almadies-5994338","Studio à louer aux Almadies","1","2","","Almadies","Dakar","250 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8f70764e91462d744818535cb2d29c4c/-/horizon-files-prod/ed/picture/qpd6qxkx/50c583070ca1a4285187bc8686d1d72d265e1ce5.jpg"
"1708113246-240","https://www.expat-dakar.com/appartements-a-louer?page=27","Appartement à louer aux mamelles
2 chambre
Mamelles,
Dakar

31. janv., 16:45

350 000 F Cfa

775393180","https://www.expat-dakar.com/annonce/appartement-a-louer-aux-mamelles-5994345","Appartement à louer aux mamelles","2","2","","Mamelles","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/427308c0e32632e04fe46ebdb6c00d98/-/horizon-files-prod/ed/picture/q785rnvj/c6dbcb2155d59fd5302678f08d5fd63231232585.jpg"
"1708113248-241","https://www.expat-dakar.com/appartements-a-louer?page=27","Appartement 3 chambres Almadies
3 chambre194 m²
Almadies,
Dakar

4. janv., 08:31

1 000 000 F Cfa

776441876

783091212

783090808","https://www.expat-dakar.com/annonce/appartement-3-chambres-almadies-5971522","Appartement 3 chambres Almadies","3","3","","Almadies","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbf0595cf698dfc8c81dc13960e42115/-/horizon-files-prod/ed/picture/q6xkz9pp/641eca7f99200dd1267840e8919803d6cf9fe694.jpg"
"1708113251-242","https://www.expat-dakar.com/appartements-a-louer?page=27","Très beaux F3 au Point E
2 chambre115 m²
Point-e,
Dakar

1. févr., 08:45

900 000 F Cfa

781510606

763719494","https://www.expat-dakar.com/annonce/tres-beaux-f3-au-point-e-5970416","Très beaux F3 au Point E","2","","","Point-e","Dakar","900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0f21b6ab0e39592f091618d640d04a25/-/horizon-files-prod/ed/picture/qpd629qq/19f9c619948a607c64dc0e59646bb6d831b0afe6.jpg"
"1708113256-243","https://www.expat-dakar.com/appartements-a-louer?page=26","Appartement F3 à louer aux Mamelles cité Mbackiyou Faye
2 chambre110 m²
Mamelles,
Dakar

19. janv., 08:25

300 000 F Cfa

777027337","https://www.expat-dakar.com/annonce/appartement-f3-a-louer-aux-mamelles-cite-mbackiyou-faye-5983464","Appartement F3 à louer aux Mamelles cité Mbackiyou Faye","2","2","","Mamelles","Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a0d2ad699b6373ae81440b8bec32d889/-/horizon-files-prod/ed/picture/qenq767z/4ebfaf7217b86bf8ce14ff8a3326a21a7b10ad34.jpg"
"1708113258-244","https://www.expat-dakar.com/appartements-a-louer?page=26","APPARTEMENT A LOUER OUAKAM
2 chambre
Ouakam,
Dakar

1. févr., 11:11

275 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-a-louer-ouakam-5994908","APPARTEMENT A LOUER OUAKAM","2","2","","Ouakam","Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/005cbbe3d4df8bb046e9ca74da77a379/-/horizon-files-prod/ed/picture/q8v52056/1f4370a46bf2eba7f6cfbb5553044f3f0127ad5d.jpg"
"1708113261-245","https://www.expat-dakar.com/appartements-a-louer?page=26","APPARTEMENT F5 AUX MAMELLES
4 chambre
Mamelles,
Dakar

1. févr., 11:17

550 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-f5-aux-mamelles-5994920","APPARTEMENT F5 AUX MAMELLES","4","4","PRIX 550.000 FCFA H","Mamelles","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/67704ec834e66451c18e98d3e566f4b7/-/horizon-files-prod/ed/picture/qenqmdvx/2d76be4aa6eed772e5157a5ccd3dbb684ee8d189.jpg"
"1708113263-246","https://www.expat-dakar.com/appartements-a-louer?page=26","Spacieux appartements à louer à Ngor
3 chambre
Ngor,
Dakar

mercredi, 11:50

1 000 000 F Cfa

778361515

761758080","https://www.expat-dakar.com/annonce/spacieux-appartements-a-louer-a-ngor-5987181","Spacieux appartements à louer à Ngor","3","","Elle comprend des espaces de vie agencés de manière à offrir confort et intimité à toute la famille.

À défaut d'y acquérir un logement, devenez l'heureux locataire d'un prestigieux et spacieux appartement. Choisissez entre :

• Un F3 de 224 m2, à 1 000 000 de FCFA

• Un F4 de 240 m2, à 1 500 000 de FCFA","Ngor","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5670489330940cf07da34b885db8b89f/-/horizon-files-prod/ed/picture/qj4r7pqd/229c915762c39677f369210bf74fad02717c6cc6.jpg"
"1708113266-247","https://www.expat-dakar.com/appartements-a-louer?page=26","Duplex de 5 pièces à louer aux almadies
4 chambre190 m²
Almadies,
Dakar

1. févr., 11:51

1 300 000 F Cfa

782959494","https://www.expat-dakar.com/annonce/duplex-de-5-pieces-a-louer-aux-almadies-5891050","Duplex de 5 pièces à louer aux almadies","4","4","","Almadies","Dakar","1 300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/460dd8a7d63e982c6d6e37e9c6ea1257/-/horizon-files-prod/ed/picture/qwe22r9m/649264b259a4c339fee07fc02e8663fd9009d0de.jpg"
"1708113269-248","https://www.expat-dakar.com/appartements-a-louer?page=26","Appartement f4 neuf à louer à mermoz
3 chambre180 m²
Mermoz,
Dakar

1. févr., 11:52

1 000 000 F Cfa

782959494","https://www.expat-dakar.com/annonce/appartement-f4-neuf-a-louer-a-mermoz-5909171","Appartement f4 neuf à louer à mermoz","3","3","","Mermoz","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/157381ee7a4bd21c8de0e2ad5e3b3592/-/horizon-files-prod/ed/picture/qngxpr5v/5beb9093ddc002b25a4dd5581461740d8e41511f.jpg"
"1708113271-249","https://www.expat-dakar.com/appartements-a-louer?page=26","Appartement de Type F3 à louer au point e
2 chambre
Point-e,
Dakar

1. févr., 11:59

500 000 F Cfa

760185419

767261726","https://www.expat-dakar.com/annonce/appartement-de-type-f3-a-louer-au-point-e-5994969","Appartement de Type F3 à louer au point e","2","2","Il est situé au 5ème étage dans un immeuble disposant d'un ascenseur, sécurisé.","Point-e","Dakar","500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d1f36c172be920d5ab8ed0f9115a6ab2/-/horizon-files-prod/ed/picture/q0gwxpnx/716b1bbe7fd05294c10505505a0fc1e67673f4dc.png"
"1708113274-250","https://www.expat-dakar.com/appartements-a-louer?page=26","Bel appartement à louer à Ngor
2 chambre120 m²
Ngor,
Dakar

mercredi, 11:55

800 000 F Cfa

778361515

761758080","https://www.expat-dakar.com/annonce/bel-appartement-a-louer-a-ngor-5994964","Bel appartement à louer à Ngor","2","2","Doté d'une superficie de 120 m2, ce F3 dispose d'une cuisine semi équipée.","Ngor","Dakar","800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/f3d5f8e5a84e6f19c656a65b3a62a81a/-/horizon-files-prod/ed/picture/qenqmd9x/1bcd2a8d636976d23fcf0517097705b34a5ba994.jpg"
"1708113276-251","https://www.expat-dakar.com/appartements-a-louer?page=26","Des apparts neufs à louer à Grand Mbao (Auchan)
2 chambre100 m²
Mbao,
Dakar

dimanche, 15:11

200 000 F Cfa

766047878

776560203","https://www.expat-dakar.com/annonce/des-apparts-neufs-a-louer-a-grand-mbao-auchan-5587577","Des apparts neufs à louer à Grand Mbao (Auchan)","2","2","","Mbao","Dakar","200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e456b6121e934ed9fb21ad76e6a23b94/-/horizon-files-prod/ed/picture/qxjjr7ev/69fadb07880b66c1319e0e37ccc95ae0895ec7f3.jpg"
"1708113283-252","https://www.expat-dakar.com/appartements-a-louer?page=26","Bel Appartement neuf a Liberté 6
2 chambre
Liberte 6,
Dakar

1. févr., 12:29

400 000 F Cfa

766343415

776108934","https://www.expat-dakar.com/annonce/bel-appartement-neuf-a-liberte-6-5995011","Bel Appartement neuf a Liberté 6","2","3","","Liberte 6","Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b71ba03ceb2d8e14d4764955eac80e08/-/horizon-files-prod/ed/picture/qxj2ndkz/177ae6ec61309edeb123722f880a382d6b964555.jpg"
"1708113288-253","https://www.expat-dakar.com/appartements-a-louer?page=25","Grand Studio neuf a liberté 6
1 chambre
Liberte 6,
Dakar

1. févr., 12:41

275 000 F Cfa

766343415

776108934","https://www.expat-dakar.com/annonce/grand-studio-neuf-a-liberte-6-5995036","Grand Studio neuf a liberté 6","1","2","","Liberte 6","Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d574d83bb4f25d226d1719e7f78875ca/-/horizon-files-prod/ed/picture/qkrgdm0n/2a8c71575203f09e36782c4fa85efc62aeac7eae.jpg"
"1708113291-254","https://www.expat-dakar.com/appartements-a-louer?page=25","Jolie appartement Ngor almadies proche de l’école Bilingue
3 chambre200 m²
Almadies,
Dakar

1. févr., 12:47

450 000 F Cfa

550 000 F Cfa

Économisez 18.2%

781144342

781144342","https://www.expat-dakar.com/annonce/jolie-appartement-ngor-almadies-proche-de-lecole-bilingue-5871578","Jolie appartement Ngor almadies proche de l’école Bilingue","3","3","","Almadies","Dakar","450 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/82e3d63fb908c3ad56e37a131a4463ae/-/horizon-files-prod/ed/picture/qm5p5nvz/b15aa80dcf3aba534a8422fd9877d4d33873e4f6.jpg"
"1708113293-255","https://www.expat-dakar.com/appartements-a-louer?page=25","Grand appartement à louer aux Almadies
3 chambre145 m²
Almadies,
Dakar

mercredi, 11:56

1 000 000 F Cfa

778361515

761758080","https://www.expat-dakar.com/annonce/grand-appartement-a-louer-aux-almadies-5995046","Grand appartement à louer aux Almadies","3","3","Nous disposons d'un spacieux appartement de type F4, à louer au 7ème étage de la résidence ATLAS.","Almadies","Dakar","1 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/796d730dcb7c0c8caec5bce660cf6e25/-/horizon-files-prod/ed/picture/qv4e0mxp/7e668aaced0b51bb1a6fcf8e7c2a1b124b96972f.jpg"
"1708113295-256","https://www.expat-dakar.com/appartements-a-louer?page=25","Appartements Neufs a louer Sud Foire
2 chambre125 m²
Sud foire,
Dakar

1. févr., 14:33

275 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/appartements-neufs-a-louer-sud-foire-5905780","Appartements Neufs a louer Sud Foire","2","2","","Sud foire","Dakar","275 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5c0a18301707888175789353b0c5bc14/-/horizon-files-prod/ed/picture/qkrg8nmv/1cc100fc45c9cc5d9ff0fb3440cb9eed9e1b03f5.jpg"
"1708113298-257","https://www.expat-dakar.com/appartements-a-louer?page=25","APPARTEMENTS OUAKAM
3 chambre
Mamelles,
Dakar

1. févr., 15:25

550 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartements-ouakam-5995230","APPARTEMENTS OUAKAM","3","3","","Mamelles","Dakar","550 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/422a7b336d58e92618f8f25105b734b5/-/horizon-files-prod/ed/picture/q8v5206n/75bdb2b4aa0e6c2d0f0a4a055b2f555eaea73906.jpg"
"1708113300-258","https://www.expat-dakar.com/appartements-a-louer?page=25","Belle villa meublée à louer à Mermoz.
3 chambre
Mermoz,
Dakar

1. févr., 15:57

1 200 000 F Cfa

781385959

776313024","https://www.expat-dakar.com/annonce/belle-villa-meublee-a-louer-a-mermoz-5959534","Belle villa meublée à louer à Mermoz.","3","3","","Mermoz","Dakar","1 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3f31fee775f07d0dd91f0cff310d916/-/horizon-files-prod/ed/picture/qm5pn75z/d68d894a9801e8a6201ba8916a2abddd699bb8ea.jpg"
"1708113303-259","https://www.expat-dakar.com/appartements-a-louer?page=25","APPARTEMENT À LOUER OUAKAM CITÉ ASECNA
2 chambre
Mamelles,
Dakar

1. févr., 15:59

300 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-a-louer-ouakam-cite-asecna-5995256","APPARTEMENT À LOUER OUAKAM CITÉ ASECNA","2","2","","Mamelles","Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/36313536ad4d4ae4d3529ad8eded21eb/-/horizon-files-prod/ed/picture/qm5pkmxq/73c300d65c59d28429350dde356535407af8fb36.jpg"
"1708113306-260","https://www.expat-dakar.com/appartements-a-louer?page=25","APPARTEMENT AUX ALMADIES
2 chambre
Almadies,
Dakar

1. févr., 16:05

400 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-almadies-5995258","APPARTEMENT AUX ALMADIES","2","3","Appartement à louer aux Almadies composé de 2 chambres salon cuisine placards espace familiale 2 salle de bains toilette visiteur gardiennage très accessible et très bien fini niveau disponible 1er & 2ème étage à 400.000 FCFA","Almadies","Dakar","400 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9b4b690d1a95a0ac1cc00ac46d48f62/-/horizon-files-prod/ed/picture/qkrgdm4z/e527d04703722683018db3f8c50813dd4f3a3f94.jpg"
"1708113308-261","https://www.expat-dakar.com/appartements-a-louer?page=25","Standing appartement a louer a ngor virage
3 chambre200 m²
Ngor,
Dakar

1. févr., 16:36

1 500 000 F Cfa

771048216

766612910

771048216","https://www.expat-dakar.com/annonce/standing-appartement-a-louer-a-ngor-virage-5802529","Standing appartement a louer a ngor virage","3","3","","Ngor","Dakar","1 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c2838375c451b13a338cdab5dd1c8a3/-/horizon-files-prod/ed/picture/qq4drmnw/8d1dea6ef11afe32198464e8edb65a1fb30fea5b.jpg"
"1708113311-262","https://www.expat-dakar.com/appartements-a-louer?page=25","Quatre chambres salon à louer par mois
4 chambre150 m²
Mamelles,
Dakar

1. févr., 16:57

1 100 000 F Cfa

772506673

767277483

772506673","https://www.expat-dakar.com/annonce/quatre-chambres-salon-a-louer-par-mois-5995270","Quatre chambres salon à louer par mois","4","4","","Mamelles","Dakar","1 100 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a4c0faafa715727c45f0fe9f96bad686/-/horizon-files-prod/ed/picture/q9m920p5/edb47b08c6504bce20079f7e34d037c610651dcf.jpg"
"1708113316-263","https://www.expat-dakar.com/appartements-a-louer?page=24","APPARTEMENT AUX MAMELLES
2 chambre
Mamelles,
Dakar

1. févr., 19:12

300 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-mamelles-5995264","APPARTEMENT AUX MAMELLES","2","2","","Mamelles","Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e31176de8012335a3207178831ed89f/-/horizon-files-prod/ed/picture/qenqmd6d/8158f9a541dc53d7fb98ee62b5806447d5a919da.jpg"
"1708113319-264","https://www.expat-dakar.com/appartements-a-louer?page=24","APPARTEMENT AUX MAMELLES
2 chambre
Mamelles,
Dakar

1. févr., 19:55

300 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-mamelles-5995381","APPARTEMENT AUX MAMELLES","2","2","","Mamelles","Dakar","300 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d00afa12fde151a85d7fdbd5eb230bb6/-/horizon-files-prod/ed/picture/qj4rd4r5/6b9cdd59116614d1bd1bf7f19f1cda3825e8103f.jpg"
"1708113321-265","https://www.expat-dakar.com/appartements-a-louer?page=24","APPARTEMENT AUX MAMELLES
2 chambre
Mamelles,
Dakar

1. févr., 20:02

380 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-mamelles-5995384","APPARTEMENT AUX MAMELLES","2","2","Cité Touba renaissance dans un immeuble très propre et accessible composé de 2 chambres salon cuisine placards espace familiale 1 salle de bain toilette visiteur balcon gardiennage au 4ème étage sans ascenseur à 380.000 FCFA","Mamelles","Dakar","380 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4c33e324399841633fe84d20928f7155/-/horizon-files-prod/ed/picture/qdekzek4/687012049ca4b3b7e8ce95818b7ae4de76dde923.jpg"
"1708113324-266","https://www.expat-dakar.com/appartements-a-louer?page=24","APPARTEMENT AUX MAMELLES
2 chambre
Mamelles,
Dakar

1. févr., 21:14

350 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-aux-mamelles-5995411","APPARTEMENT AUX MAMELLES","2","2","Cité Touba renaissance dans un immeuble très propre et accessible composé de 2 chambres salon cuisine placards espace familiale 1 salle de bain toilette visiteur balcon gardiennage au 4ème étage sans ascenseur à 350.000 FCFA","Mamelles","Dakar","350 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/2e95ffe69cddac2e33e77edce10cab75/-/horizon-files-prod/ed/picture/qxj2njpm/ce2264b47dd5739e05664ebd4cdc1fcb277f3204.jpg"
"1708113326-267","https://www.expat-dakar.com/appartements-a-louer?page=24","APPARTEMENT À LOUER VIRAGE
3 chambre
Virage,
Dakar

1. févr., 22:04

2 000 000 F Cfa

773752863

771059344","https://www.expat-dakar.com/annonce/appartement-a-louer-virage-5995428","APPARTEMENT À LOUER VIRAGE","3","4","Un superbe appartement composé de trois chambres, 3 salles de bain, une cuisine demi équipée, 2 grands balcons pour contempler et profiter de la vue, le tout sur une superficie de 170 m2.","Virage","Dakar","2 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e52d827f4f3843ed4fb7f53a051d309b/-/horizon-files-prod/ed/picture/qwe29erj/8224bb9e1e44135730af58c6042347abf0a95407.jpg"
