web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,detail,superficie,adresse,ville,prix,image_link-src
"1708114241-1","https://www.expat-dakar.com/terrains-a-vendre?page=50","VIP

Terrains a côté du parc technologique de Diamniadio
450 m²
Rufisque,
Dakar

5. oct. '23, 00:31

25 000 000 F Cfa

761819807

774195599","https://www.expat-dakar.com/annonce/terrains-a-cote-du-parc-technologique-de-diamniadio-2891566","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-2","https://www.expat-dakar.com/terrains-a-vendre?page=50","Programme d’habitat social.sise à gorome 1
150 m²
Guediawaye,
Dakar

18. nov. '23, 14:12

2 500 000 F Cfa

774621167

776460637","https://www.expat-dakar.com/annonce/programme-dhabitat-socialsise-a-gorome-1-5648787","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-3","https://www.expat-dakar.com/terrains-a-vendre?page=50","Bon deal
20,000 m²
Noflaye,
Dakar

18. nov. '23, 10:50

350 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/bon-deal-5940178","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-4","https://www.expat-dakar.com/terrains-a-vendre?page=50","Terrain à vendre
10,000 m²
Pointe Sarene,
Thiès

18. nov. '23, 10:47

70 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/terrain-a-vendre-5940177","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-5","https://www.expat-dakar.com/terrains-a-vendre?page=50","Terrain Keur massar TF
150 m²
Point-e,
Dakar

17. nov. '23, 21:11

16 000 000 F Cfa

773566270

773566270","https://www.expat-dakar.com/annonce/terrain-keur-massar-tf-5936371","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-6","https://www.expat-dakar.com/terrains-a-vendre?page=50","Terrain à usage commercial
895 m²
Almadies,
Dakar

17. nov. '23, 20:21

700 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/terrain-a-usage-commercial-5939815","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-7","https://www.expat-dakar.com/terrains-a-vendre?page=50","Terrain à vendre Dakar aéroport
190 m²
Cité biagui,
Dakar

17. nov. '23, 20:01

80 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/terrain-a-vendre-dakar-aeroport-5939810","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-8","https://www.expat-dakar.com/terrains-a-vendre?page=50","Dakar plateaux
1,176 m²
Plateau,
Dakar

17. nov. '23, 19:54

2 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/dakar-plateaux-5939807","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-9","https://www.expat-dakar.com/terrains-a-vendre?page=50","Vente flash
150 m²
Zone de captage,
Dakar

17. nov. '23, 19:03

60 000 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/vente-flash-5939784","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-10","https://www.expat-dakar.com/terrains-a-vendre?page=50","Opportunité
487 m²
Plateau,
Dakar

17. nov. '23, 18:55

730 500 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/opportunite-5939777","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114241-11","https://www.expat-dakar.com/terrains-a-vendre?page=50","CITÉ HACIENDA MARISTE
16,000 m²
Hann maristes,
Dakar

17. nov. '23, 14:44

300 000 F Cfa

775134949","https://www.expat-dakar.com/annonce/cite-hacienda-mariste-5939579","Page 50 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114243-12","https://www.expat-dakar.com/terrains-a-vendre?page=49","VIP

kalimo city NDIAKHIRATE
150 m²
Ndiakhirate,
Dakar

mercredi, 15:12

14 000 000 F Cfa

773465808","https://www.expat-dakar.com/annonce/kalimo-city-ndiakhirate-5952873","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-13","https://www.expat-dakar.com/terrains-a-vendre?page=49","Vente Terrain 300m2 Mamelles cité Mackiyou Faye
300 m²
Mamelles,
Dakar

13. nov. '23, 16:03

190 000 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/vente-terrain-300m2-mamelles-cite-mackiyou-faye-5934986","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-14","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrains à vendre TF individuel à Diamniadio nouvelle ville
216 m²
Diamniadio,
Dakar

21. nov. '23, 18:32

26 000 000 F Cfa

709607423","https://www.expat-dakar.com/annonce/terrains-a-vendre-tf-individuel-a-diamniadio-nouvelle-ville-5941808","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-15","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain Cité CDC bambilor à vendre

Bambilor,
Dakar

20. nov. '23, 12:44

1 500 000 F Cfa

774193947

763226511","https://www.expat-dakar.com/annonce/terrain-cite-cdc-bambilor-a-vendre-5941560","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-16","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain lac rose à vendre
150 m²
Lac Rose,
Dakar

20. nov. '23, 12:46

1 500 000 F Cfa

774193947

763226511","https://www.expat-dakar.com/annonce/terrain-lac-rose-a-vendre-5941418","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-17","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain à vendre à Saly Joseph
600 m²
Saly,
Thiès

20. nov. '23, 12:33

Vendeur vérifié

42 000 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-saly-joseph-5941556","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-18","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain de 628 m2 en première ligne mer à pointe sarene
628 m²
Pointe Sarene,
Thiès

20. nov. '23, 12:31

Vendeur vérifié

115 000 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/terrain-de-628-m2-en-premiere-ligne-mer-a-pointe-sarene-5941552","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-19","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain pied dans l'eau à vendre à La Somone.

Somone,
Thiès

20. nov. '23, 11:48

Vendeur vérifié

190 000 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/terrain-pied-dans-leau-a-vendre-a-la-somone-4140042","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-20","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain de 6957m2 à vendre à Ngaparou
6,957 m²
Ngaparou,
Thiès

20. nov. '23, 11:46

Vendeur vérifié

222 640 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/terrain-de-6957m2-a-vendre-a-ngaparou-5012871","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-21","https://www.expat-dakar.com/terrains-a-vendre?page=49","VENTE TERRAIN LOTISSEMENT RUFISQUE 2
150 m²
Rufisque,
Dakar

20. nov. '23, 09:28

15 000 000 F Cfa

777184670","https://www.expat-dakar.com/annonce/vente-terrain-lotissement-rufisque-2-5940891","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114243-22","https://www.expat-dakar.com/terrains-a-vendre?page=49","Terrain à vendre Almadies
2,071 m²
Almadies,
Dakar

11. nov. '23, 16:15

1 350 000 F Cfa

772580675","https://www.expat-dakar.com/annonce/terrain-a-vendre-almadies-5933600","Page 49 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-23","https://www.expat-dakar.com/terrains-a-vendre?page=48","VIP

kalimo city NDIAKHIRATE
150 m²
Ndiakhirate,
Dakar

mercredi, 15:12

14 000 000 F Cfa

773465808","https://www.expat-dakar.com/annonce/kalimo-city-ndiakhirate-5952873","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-24","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrain Vendre à Thies
225 m²
Thiès,
Thiès

20. nov. '23, 13:48

3 000 000 F Cfa

775330437

338203362","https://www.expat-dakar.com/annonce/terrain-vendre-a-thies-5941628","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-25","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrains à vendre Mbodjenne plage
348 m²
Mbodiene,
Thiès

24. nov. '23, 10:57

15 000 000 F Cfa

763806565

774671061

779333547","https://www.expat-dakar.com/annonce/terrains-a-vendre-mbodjenne-plage-5750451","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-26","https://www.expat-dakar.com/terrains-a-vendre?page=48","TERRAIN ANGLE EN VENTE CITÉ KEUR GORGUI
521 m²
Cité keur gorgui,
Dakar

24. nov. '23, 09:16

1 000 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/terrain-angle-en-vente-cite-keur-gorgui-5916241","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-27","https://www.expat-dakar.com/terrains-a-vendre?page=48","Lots de terrains près de la cite Apix
155 m²
Tivaouane peulh,
Dakar

23. nov. '23, 20:52

110 000 F Cfa

766047878

776560203","https://www.expat-dakar.com/annonce/lots-de-terrains-pres-de-la-cite-apix-5723311","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-28","https://www.expat-dakar.com/terrains-a-vendre?page=48","Titre global
150 m²
Hann maristes,
Dakar

23. nov. '23, 15:24

Vendeur vérifié

58 000 000 F Cfa

772175631","https://www.expat-dakar.com/annonce/titre-global-5922021","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-29","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrain à vendre à la cité keur Gorgui
1,000 m²
Cité keur gorgui,
Dakar

23. nov. '23, 12:15

1 250 000 000 F Cfa

776454715

776454715

778145360","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-la-cite-keur-gorgui-5934988","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-30","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrains à vendre : Guéréo,

Guereo,
Thiès

23. nov. '23, 11:34

50 000 000 F Cfa

774682009

767580126","https://www.expat-dakar.com/annonce/terrains-a-vendre-guereo-5943574","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-31","https://www.expat-dakar.com/terrains-a-vendre?page=48","Très bon terrain de 176m2 anglesis à boa (almadie)
176 m²
Almadies,
Dakar

22. nov. '23, 17:37

85 000 000 F Cfa

776374549

772801780","https://www.expat-dakar.com/annonce/tres-bon-terrain-de-176m2-anglesis-a-boa-almadie-5943664","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-32","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrain TFI à vendre à Zac Mbao
194 m²
Zac Mbao,
Dakar

16. déc. '23, 15:38

37 000 000 F Cfa

776606686","https://www.expat-dakar.com/annonce/terrain-tfi-a-vendre-a-zac-mbao-5918199","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114246-33","https://www.expat-dakar.com/terrains-a-vendre?page=48","Terrain à vendre
20,000 m²
Sebikotane,
Dakar

22. nov. '23, 11:32

1 F Cfa

773887272

761950011","https://www.expat-dakar.com/annonce/terrain-a-vendre-5943262","Page 48 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114248-34","https://www.expat-dakar.com/terrains-a-vendre?page=47","VIP

Terrains a côté du parc technologique de Diamniadio
450 m²
Rufisque,
Dakar

5. oct. '23, 00:31

25 000 000 F Cfa

761819807

774195599","https://www.expat-dakar.com/annonce/terrains-a-cote-du-parc-technologique-de-diamniadio-2891566","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-35","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain à vendre à DIASS
180 m²
Thiès,
Thiès

28. nov. '23, 15:40

Vendeur vérifié

2 500 000 F Cfa

774638087

771327413

760296597","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-diass-5947723","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-36","https://www.expat-dakar.com/terrains-a-vendre?page=47","Des terrains de 1000m2 titre foncier à vendre aux almadies
1,000 m²
Almadies,
Dakar

28. nov. '23, 12:58

800 000 000 F Cfa

784879963","https://www.expat-dakar.com/annonce/des-terrains-de-1000m2-titre-foncier-a-vendre-aux-almadies-5674001","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-37","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain à vendre almadies 2
150 m²
Almadies 2,
Dakar

23. oct. '23, 09:28

35 000 000 F Cfa

772506673

767277483

772506673","https://www.expat-dakar.com/annonce/terrain-a-vendre-almadies-2-5879660","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-38","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrains de 300m2 à vendre à Warang
300 m²
Warang,
Thiès

24. nov. '23, 16:51

Vendeur vérifié

7 500 000 F Cfa

781334747","https://www.expat-dakar.com/annonce/terrains-de-300m2-a-vendre-a-warang-5945661","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-39","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrains de 300 m2 à vendre à Joal
300 m²
Joal Fadiouth,
Thiès

28. nov. '23, 09:56

Vendeur vérifié

20 000 000 F Cfa

781334747","https://www.expat-dakar.com/annonce/terrains-de-300-m2-a-vendre-a-joal-5948227","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-40","https://www.expat-dakar.com/terrains-a-vendre?page=47","Opportunité à saisir à Ngaparou
1,184 m²
Ngaparou,
Thiès

26. nov. '23, 08:58

Vendeur vérifié

77 000 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/opportunite-a-saisir-a-ngaparou-5946533","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-41","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain bail sur la vdn 3
150 m²
Parcelles Assainies,
Dakar

15. nov. '23, 11:37

30 000 000 F Cfa

776424309

338358713","https://www.expat-dakar.com/annonce/terrain-bail-sur-la-vdn-3-5936327","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-42","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain à vendre à Point E
668 m²
Point-e,
Dakar

15. nov. '23, 09:31

868 400 000 F Cfa

776029587","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-point-e-5936500","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-43","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain 1ha
15,000 m²
Somone,
Thiès

24. nov. '23, 17:22

225 000 000 F Cfa

773766046","https://www.expat-dakar.com/annonce/terrain-1ha-5945679","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114248-44","https://www.expat-dakar.com/terrains-a-vendre?page=47","Terrain de 300 m2 à vendre à Nianing Gandiol
300 m²
Nianing,
Thiès

24. nov. '23, 16:40

Vendeur vérifié

7 000 000 F Cfa

781334747","https://www.expat-dakar.com/annonce/terrain-de-300-m2-a-vendre-a-nianing-gandiol-5945652","Page 47 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114251-45","https://www.expat-dakar.com/terrains-a-vendre?page=46","VIP

kalimo city NDIAKHIRATE
150 m²
Ndiakhirate,
Dakar

mercredi, 15:12

14 000 000 F Cfa

773465808","https://www.expat-dakar.com/annonce/kalimo-city-ndiakhirate-5952873","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-46","https://www.expat-dakar.com/terrains-a-vendre?page=46","Terrain à vendre à Somone
1,400 m²
Somone,
Thiès

30. nov. '23, 15:58

72 000 000 F Cfa

773932347","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-somone-5950270","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-47","https://www.expat-dakar.com/terrains-a-vendre?page=46","Champs à vendre
10,000 m²
Thiès,
Thiès

30. nov. '23, 14:39

3 500 000 F Cfa

781566253

783722065","https://www.expat-dakar.com/annonce/champs-a-vendre-5815255","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-48","https://www.expat-dakar.com/terrains-a-vendre?page=46","Terrain tf à vendre au point E
359 m²
Point-e,
Dakar

30. nov. '23, 11:35

Vendeur vérifié

1 500 000 F Cfa

776321918

778328291","https://www.expat-dakar.com/annonce/terrain-tf-a-vendre-au-point-e-5950031","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-49","https://www.expat-dakar.com/terrains-a-vendre?page=46","TERRAIN A VENDRE A LAC ROSE SUR LA ROUTE DE BENOBA
150 m²
Lac Rose,
Dakar

30. nov. '23, 09:41

4 000 000 F Cfa

774536645

781626060

338678530","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-lac-rose-sur-la-route-de-benoba-5918269","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-50","https://www.expat-dakar.com/terrains-a-vendre?page=46","Terrain à vendre NDAYANE
150 m²
Thiès,
Thiès

30. nov. '23, 09:41

4 750 000 F Cfa

774536645

781626060

338678530","https://www.expat-dakar.com/annonce/terrain-a-vendre-ndayane-5918284","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-51","https://www.expat-dakar.com/terrains-a-vendre?page=46","TERRAIN A VENDRE A DIASS YEBA SUR LE PEAGE
150 m²
Diass,
Thiès

30. nov. '23, 09:41

2 500 000 F Cfa

774536645

781626060

338678530","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-diass-yeba-sur-le-peage-5918274","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-52","https://www.expat-dakar.com/terrains-a-vendre?page=46","Terrain 200m2 Diamniadio
200 m²
Diamniadio,
Dakar

29. nov. '23, 16:48

12 500 000 F Cfa

775632704","https://www.expat-dakar.com/annonce/terrain-200m2-diamniadio-5949389","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-53","https://www.expat-dakar.com/terrains-a-vendre?page=46","Terrain de 3 ha à Gorom 1
30,000 m²
Gorom,
Dakar

29. nov. '23, 08:57

12 000 F Cfa

775402258

765172081","https://www.expat-dakar.com/annonce/terrain-de-3-ha-a-gorom-1-5948666","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-54","https://www.expat-dakar.com/terrains-a-vendre?page=46","Opportunité Terrain pour les investisseurs
1,425 m²
Almadies,
Dakar

28. nov. '23, 20:43

1 710 000 000 F Cfa

784577878","https://www.expat-dakar.com/annonce/opportunite-terrain-pour-les-investisseurs-5948697","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114251-55","https://www.expat-dakar.com/terrains-a-vendre?page=46","Un terrain à vendre Niague
150 m²
Tivaouane peulh,
Dakar

28. nov. '23, 16:22

9 500 000 F Cfa

776396141

773776767

338437979","https://www.expat-dakar.com/annonce/un-terrain-a-vendre-niague-5823977","Page 46 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-56","https://www.expat-dakar.com/terrains-a-vendre?page=45","VIP

kalimo city NDIAKHIRATE
150 m²
Ndiakhirate,
Dakar

mercredi, 15:12

14 000 000 F Cfa

773465808","https://www.expat-dakar.com/annonce/kalimo-city-ndiakhirate-5952873","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-57","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrain titre foncier individuel
200 m²
Niague,
Dakar

1. déc. '23, 17:24

15 000 000 F Cfa

775049453","https://www.expat-dakar.com/annonce/terrain-titre-foncier-individuel-5889502","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-58","https://www.expat-dakar.com/terrains-a-vendre?page=45","lots de 100 terrains de 200 m2 a vendre YEN KENE
200 m²
Mbour,
Thiès

1. déc. '23, 13:46

2 100 000 F Cfa

784206880","https://www.expat-dakar.com/annonce/lots-de-100-terrains-de-200-m2-a-vendre-yen-kene-5950110","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-59","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrains TF à vendre LAC ROSE
150 m²
Lac Rose,
Dakar

1. déc. '23, 15:21

18 000 000 F Cfa

776373638

338224242","https://www.expat-dakar.com/annonce/terrains-tf-a-vendre-lac-rose-5951220","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-60","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrain à vendre almadies corniche titre foncier
1,607 m²
Almadies,
Dakar

1. déc. '23, 14:41

2 330 000 000 F Cfa

784879963","https://www.expat-dakar.com/annonce/terrain-a-vendre-almadies-corniche-titre-foncier-4973105","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-61","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrain à vendre vue mer sur la petite corniche des Almadies
2,000 m²
Almadies,
Dakar

1. déc. '23, 12:51

2 500 000 000 F Cfa

775605479

765503636

765503838","https://www.expat-dakar.com/annonce/terrain-a-vendre-vue-mer-sur-la-petite-corniche-des-almadies-5939335","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-62","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrains de 300 m2 à vendre à Ngueniene
300 m²
Ngueniene,
Thiès

1. déc. '23, 12:12

Vendeur vérifié

3 500 000 F Cfa

781334747","https://www.expat-dakar.com/annonce/terrains-de-300-m2-a-vendre-a-ngueniene-5950372","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-63","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrain en vente aux Maristes
2,735 m²
Hann maristes,
Dakar

1. déc. '23, 09:06

780 000 000 F Cfa

776576626

772317210

779242728","https://www.expat-dakar.com/annonce/terrain-en-vente-aux-maristes-5950758","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-64","https://www.expat-dakar.com/terrains-a-vendre?page=45","Terrain 225m2 à vendre à bambilor
225 m²
Bambilor,
Dakar

30. nov. '23, 17:08

6 000 000 F Cfa

762203413","https://www.expat-dakar.com/annonce/terrain-225m2-a-vendre-a-bambilor-5853389","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-65","https://www.expat-dakar.com/terrains-a-vendre?page=45","terrains à vendre à Thiès
225 m²
Thiès,
Thiès

6. nov. '23, 16:49

600 000 F Cfa

781566253

783722065","https://www.expat-dakar.com/annonce/terrains-a-vendre-a-thies-5219631","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114253-66","https://www.expat-dakar.com/terrains-a-vendre?page=45","TERRAIN A VENDRE A SALY 500m2
514 m²
Saly,
Thiès

30. nov. '23, 16:41

38 000 000 F Cfa

775560240","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-saly-500m2-5950301","Page 45 résultats pour Terrains à vendre - Sénégal","","","","14 000 000 F Cfa",""
"1708114256-67","https://www.expat-dakar.com/terrains-a-vendre?page=44","VIP

Terrains a côté du parc technologique de Diamniadio
450 m²
Rufisque,
Dakar

5. oct. '23, 00:31

25 000 000 F Cfa

761819807

774195599","https://www.expat-dakar.com/annonce/terrains-a-cote-du-parc-technologique-de-diamniadio-2891566","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-68","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain à vendre à thies 225m2
225 m²
Thiès,
Thiès

5. déc. '23, 14:54

500 000 F Cfa

774856969

779901784

774037202","https://www.expat-dakar.com/annonce/terrain-a-vendre-a-thies-225m2-5863729","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-69","https://www.expat-dakar.com/terrains-a-vendre?page=44","Champs ngadiaga (noto) installation complète

Notto,
Thiès

5. déc. '23, 10:44

20 000 000 F Cfa

765568647

779734814","https://www.expat-dakar.com/annonce/champs-ngadiaga-noto-installation-complete-5485796","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-70","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain au Point E
380 m²
Point-e,
Dakar

5. déc. '23, 08:17

420 000 000 F Cfa

772580675","https://www.expat-dakar.com/annonce/terrain-au-point-e-5953234","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-71","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain de 600m2 à vendre aux almadies
600 m²
Plateau,
Dakar

22. nov. '23, 11:12

Vendeur vérifié

500 000 000 F Cfa

777181616

773335846","https://www.expat-dakar.com/annonce/terrain-de-600m2-a-vendre-aux-almadies-5937308","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-72","https://www.expat-dakar.com/terrains-a-vendre?page=44","Terrain en bail à vendre à La Lagune de Somone
1,800 m²
Somone,
Thiès

5. déc. '23, 07:52

Vendeur vérifié

153 000 000 F Cfa

771517947","https://www.expat-dakar.com/annonce/terrain-en-bail-a-vendre-a-la-lagune-de-somone-5953440","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-73","https://www.expat-dakar.com/terrains-a-vendre?page=44","TERRAIN À VENDRE 600m2 à YÉNE KELLÉ
600 m²
Yene,
Dakar

4. déc. '23, 16:39

20 000 000 F Cfa

776361240","https://www.expat-dakar.com/annonce/terrain-a-vendre-600m2-a-yene-kelle-5953162","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
"1708114256-74","https://www.expat-dakar.com/terrains-a-vendre?page=44","Un terrain angle 297m2 á vendre Mamelle
297 m²
VDN,
Dakar

3. déc. '23, 22:17

133 600 000 F Cfa

776396141

773776767

338437979","https://www.expat-dakar.com/annonce/un-terrain-angle-297m2-a-vendre-mamelle-5948791","Page 44 résultats pour Terrains à vendre - Sénégal","","","","25 000 000 F Cfa",""
